epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.04741415870876479,0.990680204329124,0.9953213117030225,0.9970844304822255,0.014920172975631751,0.0012074054199088247,True,0,9.107613799977116,1.0312707999255508
2,0.0059325713721871945,0.9988804776281244,0.9978421816843085,0.9987197314663647,0.003873506445596697,0.0010000731760860804,True,0,9.16013020009268,1.0150969000533223
3,0.0037478508457145375,0.9992427910383472,0.9975660116147168,0.9986390422730683,0.0025208534011026407,0.0007480222130074043,False,1,8.956694600055926,0.9686819999478757
4,0.002945066998711982,0.9993815909598894,0.9986782018528544,0.9992361423034612,0.0026028323734962333,0.0005528859835272071,True,0,8.777913200086914,0.9344780999235809
5,0.0021552934597083716,0.9995203908814316,0.9988256426916212,0.99933834861497,0.002828274547578502,0.00039027245896039453,False,1,8.927363199996762,1.0231328000081703
6,0.001844298802784128,0.9996070593770425,0.9984242371981534,0.999037108959997,0.0018650216219540106,0.000971615809286841,False,2,8.806408899952658,0.9621396999573335
7,0.0014418274879177614,0.9996878630872361,0.9984759698023072,0.9991231774328464,0.0034226220974320487,0.0006260620695823782,False,3,8.081840300001204,0.8754773000255227
8,0.0013824338129328438,0.999710018943257,0.9992691105662223,0.999580416194859,0.0022134322546266683,0.00015041751022437655,True,0,8.187696799985133,0.8691287999972701
9,0.012107644659988655,0.9984621229350253,0.9983132654097465,0.99897255760536,0.0025208534011026407,0.0009512891187160033,False,1,8.107712600030936,0.9312141999835148
10,0.0027135619299625607,0.9993464022473858,0.9986862412157844,0.9992065562659193,0.002295411227020261,0.0006870421412948913,False,2,8.774069900042377,0.9649389999685809
11,0.001979122849212368,0.9995067063821247,0.998771302406057,0.9992980040183218,0.0015985899616748345,0.0004715792212438563,False,3,6.4526683000149205,1.022888100007549
12,0.0015901281384237546,0.9996024978772735,0.999119625781467,0.9994889684424565,0.002028979566741085,0.00026831231553525736,False,4,9.160015700035729,0.9950624000048265
