epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.03857715802861966,0.9939188691651087,0.998530530241541,0.9991796598681538,0.003217674666448067,0.0004512525306730186,True,0,7.682338299928233,0.9062532000243664
2,0.0036202905657266803,0.9995783870927802,0.998767254370867,0.9993195211365342,0.0028487692906769,0.0003049003585627874,True,0,8.053399399970658,1.232282399898395
3,0.0025064042879676634,0.9996422480895462,0.9988535251691614,0.9993652450127355,0.0025003586580042425,0.0002845736679919497,False,1,7.62493369996082,0.9155658999225125
4,0.0020847016126722953,0.9996455063036669,0.9988967406577259,0.9993867621309478,0.002315905970118659,0.0002927043442203514,False,2,7.511948399944231,0.8829214000143111
5,0.0018553429060991923,0.9996513710890841,0.9988837757188992,0.9993733139320651,0.0022544217408234646,0.00032929238724788146,False,3,7.595625199959613,0.9063295000232756
