epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.003,1.2374098020858129,0.7096042775922751,0.3110270695630593,0.6212415914586848,1.6918023256081123,0.7208106216152096,0.2798813461576395,0.6040862181556093,0.02382684715921427,1595664,341417,22.762981500010937,2.8583440000074916,True
2,0.003,0.7863396513893508,0.7698011611467076,0.45459474114927145,0.7311865577601137,0.6742692404784095,0.6935096963537258,0.46091944713217536,0.7016372609734874,0.5120416538568823,1595664,341417,33.84202030004235,3.3514395999955013,True
3,0.003,0.4588853288401026,0.8861890723861665,0.595065252091639,0.8614994054072469,1.232237480515206,0.6735019052946982,0.4489243136820768,0.6832552874366297,0.4920525791300721,1595664,341417,33.0608681999729,3.4706450999947265,False
4,0.003,0.45764119516789226,0.8894867591172076,0.6006313637773665,0.8661168600745274,0.2953748792369902,0.9273117624488528,0.631249843856084,0.9014574964627082,0.8269127719671376,1595664,341417,36.21442219999153,4.02797080000164,True
5,0.003,0.2858248772778503,0.9209112946083887,0.6322213871186676,0.8971741596124845,0.31140931638530844,0.931172144327904,0.6359754367741473,0.9051565330642645,0.835496039653944,1595664,341417,40.07276849995833,4.3256492000073195,True
6,0.003,0.2649708021208525,0.9222555625745771,0.6335212878443222,0.899207764456679,0.25106830198001934,0.9329763895763832,0.6424562598685004,0.9070048466070518,0.8391780597096936,1595664,341417,41.79980199999409,4.232602300005965,True
7,0.003,0.33587790475791823,0.9337122351572762,0.7370396193634602,0.9218513737901675,0.19107046723284937,0.9352404830456597,0.687473527654999,0.9149020173523267,0.8449158890974665,1595664,341417,43.04239179997239,3.9572918000048958,True
8,0.003,0.20929882018657356,0.9350727972806305,0.7104378902725362,0.9198067522037051,0.28605407760409235,0.9151301780520595,0.6128203530538353,0.8964838528897687,0.8107534476568271,1595664,341417,36.8445742999902,3.856386900006328,False
9,0.003,0.2192175048490388,0.931741895536905,0.6966442562295431,0.914260509915354,0.1262379477642517,0.9681328111956933,0.928518157296749,0.9683345398170734,0.9277191113578132,1595664,341417,35.74322130001383,3.308273000002373,True
10,0.003,0.21601348075784413,0.9432267695454682,0.7639268122781203,0.9312272254434534,0.11052927711281323,0.9718906791401717,0.9357378318954188,0.9717099183026229,0.9351662578333624,1595664,341417,28.56655160000082,3.791478200000711,True
11,0.003,0.2115638075388843,0.9495984116956954,0.8079902370792196,0.9419569389026603,0.11592242796811231,0.9779770778842295,0.9423341668670635,0.9779257780817551,0.9486007614374866,1595664,341417,27.544983899977524,3.140182900009677,True
12,0.003,0.3157016068203787,0.9323736074762606,0.7812959354882558,0.9272825685962915,0.1668063965913042,0.9425101854916422,0.7400294019328507,0.9278888517145306,0.8634911900993104,1595664,341417,30.863399700028822,3.4108637999743223,False
13,0.003,0.2052880456138581,0.9398237974912012,0.75425714076456,0.9280983088726799,0.20625191936805637,0.9335621834882271,0.711659764819013,0.9207582910882003,0.849323454392237,1595664,341417,30.615676400018856,4.035278499999549,False
14,0.003,0.1156531306791184,0.9679920083426085,0.8972576816665881,0.965889921281897,0.32973612914988515,0.777881593476599,0.7058842661028232,0.8266589189568729,0.6717160691411488,1595664,341417,38.17933810001705,4.179141000029631,False
15,0.003,0.1757154842891137,0.9567521733898866,0.8812334082900374,0.9558715225142552,0.08946644334057835,0.9749221626339637,0.939392757238441,0.9744775260242508,0.9415234829082175,1595664,341417,41.38755639997544,4.1503875000053085,False
