epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.04738559815856237,0.9887800138539264,0.9965842589883659,0.9978940120549655,0.007951960322177376,0.0013659536063614919,True,0,8.623075899900869,1.0149133000522852
2,0.005666424233957703,0.9988954654130796,0.9976800555736643,0.998587939117314,0.0038120222163015027,0.0013009081965347224,True,0,8.71800859994255,0.9943549999734387
3,0.003714104063370212,0.9992538689663576,0.9982812931994897,0.9989806265246896,0.0028897587768736965,0.0008455903277475585,True,0,8.692268799990416,0.9720065000001341
4,0.0028675358128760755,0.9993900623166033,0.9983532766803948,0.9990344193202204,0.004242411821367864,0.0003984031351887962,False,1,9.054236299940385,0.9967512000584975
5,0.0025648667567120587,0.9994311158145242,0.9985774973870013,0.9991689013090477,0.00418092759207267,0.00036994576838955684,True,0,8.813166199950501,1.0072697000578046
6,0.0020313692491935238,0.9995536246654628,0.998552507347445,0.9991527634703884,0.0021519480253314738,0.0006870421412948913,False,1,8.729767100070603,1.0261173999169841
7,0.0018996396892424314,0.9995953298062079,0.9990653590975805,0.9994782098833503,0.002459369171807446,0.00018294021513765024,True,0,8.651489699957892,0.9969504999462515
8,0.001649447216051594,0.9996350800184806,0.9989277656804602,0.9994002103298305,0.0023568954563154554,0.0003455537397045738,False,1,8.777130300062709,0.9829444999340922
9,0.003549020932915866,0.9993731196031755,0.9991020331141721,0.9994970373617862,0.0022544217408234646,0.000252050963078565,False,2,8.71325190004427,0.9925489999586716
10,0.0012414721177183786,0.9997308715136294,0.9992953492168831,0.9996126918721776,0.0020084848236426867,8.943743851175245e-05,True,0,8.680740799987689,0.9957760999677703
11,0.0010511707760400405,0.9997823512967366,0.9992815255393174,0.9996019333130713,0.0018855163650524087,0.00010569879096844481,False,1,8.753854400012642,1.0126901000039652
12,0.0010953830816714995,0.9997803963682642,0.9989560573745613,0.9993975206900539,0.0023364007132170572,0.00042279516387377925,False,2,8.802878600079566,0.999808199936524
13,0.0009767681548967942,0.9997927775819229,0.9993378478612313,0.9996126918721776,0.0015576004754780381,0.00021546292005103496,False,3,8.868674400029704,0.9825525999767706
14,0.0010972467719386843,0.9997940808675712,0.9993448829151316,0.9996422779097196,0.0018855163650524087,0.00010569879096844481,False,4,9.057261900044978,1.0398901000153273
