epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss_converted_int8,validation_accuracy_converted_int8,validation_macro_f1_converted_int8,validation_mcc_converted_int8,improved,epochs_without_improvement
1,0.040070523928244665,0.9880632764792588,0.9618286697928154,0.9720525892260494,0.026195262048877805,0.9932604410442363,0.9767474607613202,0.9842069758635199,True,0
2,0.02582893517422611,0.9927578738381012,0.975144785705275,0.983054434003725,0.02293261486954074,0.9932018616530518,0.9765612717767301,0.9840651501835934,False,1
3,0.023890758071815045,0.9928625324629746,0.9755872497637554,0.9833002514576052,0.020944863559816687,0.9935445510914805,0.977942536684225,0.9848658497396084,True,0
4,0.020432261460510207,0.9934729366583441,0.9779107998707994,0.9847258587805237,0.022071115936350492,0.9935591959392766,0.9778076694618235,0.9849078819889467,False,1
5,0.020610034536355515,0.9935995297255562,0.9781314941503956,0.9850276122865695,0.020639530704788796,0.9937964424735733,0.9785664648670857,0.9854666161305752,True,0
6,0.019190510133995652,0.993808846975303,0.9788756590054123,0.9855174239571206,0.016937560441942882,0.9944671765026346,0.9811053146681812,0.9870364799152458,True,0
7,0.018867208813578056,0.9937674848840358,0.9787809836358105,0.9854180828423682,0.017028420292028678,0.99448475031999,0.9811440263048339,0.9870780919639565,False,1
8,0.018203007665555986,0.9939780555304876,0.9793549883691725,0.9859172529500513,0.01594414586105822,0.9947747183063527,0.982356695612593,0.9877500523148781,True,0
