arm,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_macro_precision_mean,test_macro_precision_std,test_macro_recall_mean,test_macro_recall_std,test_macro_f1_mean,test_macro_f1_std
grouped,0.9993665101981474,9.899758472735447e-05,0.999298514853335,0.00012327489795643104,0.9984158601335142,0.00022532534250006172,0.999298514853335,0.00012327489795643104,0.9988563072270311,0.0001435426676842689
naive_row,0.9995278442471722,4.446266656620616e-05,0.9994658982082992,4.468051730173495e-05,0.9988424888119288,0.00017904344869551942,0.9994658982082992,4.468051730173495e-05,0.9991537420914518,9.688937966792343e-05
