run_id,held_out_device,model_id,seed,validation_macro_f1,test_fingerprint_macro_f1,test_fingerprint_accuracy,test_record_weighted_macro_f1,validation_test_macro_f1_drop,benign_fnr,gafgyt_fnr,mirai_fnr,local_severe_signal,test_fingerprint_count,test_class_counts,parameter_count,completed_epoch,best_epoch,stopped_early,completed_iterations,total_seconds,lock_summary_file,run_result_file,test_macro_f1_rank,runtime_rank
early_lodo_03_compact_dnn_b0_seed2026,Philips_B120N10_Baby_Monitor,compact_dnn_b0,2026,0.9981882504851126,0.9932630097346817,0.9935674612616364,0.9932216015582517,0.0049252407504308815,0.007763063079429094,0.018664960460675617,6.22222513320474e-05,False,1075936,165141|300081|610714,25283,15,15,False,,75.49009450001176,results\v2\early_lodo\locks\early_lodo_03_compact_dnn_b0_seed2026\lock_summary.json,results\v2\early_lodo\runs\early_lodo_03_compact_dnn_b0_seed2026\run_result.json,1,3
early_lodo_03_tinyml_mlp_b0_seed2026,Philips_B120N10_Baby_Monitor,tinyml_mlp_b0,2026,0.998433410135385,0.9905334472979256,0.9906974020759599,0.9904251788402276,0.007899962837459418,0.008859096166306368,0.02835234486688594,6.22222513320474e-05,False,1075936,165141|300081|610714,9603,15,13,False,,36.500112700043246,results\v2\early_lodo\locks\early_lodo_03_tinyml_mlp_b0_seed2026\lock_summary.json,results\v2\early_lodo\runs\early_lodo_03_tinyml_mlp_b0_seed2026\run_result.json,2,2
early_lodo_03_hist_gradient_boosting_b0_seed2026,Philips_B120N10_Baby_Monitor,hist_gradient_boosting_b0,2026,1.0,0.9759641808326674,0.9738720518692562,0.9766696457153698,0.02403581916733255,7.266517703053754e-05,0.09364138349312352,0.0,False,1075936,165141|300081|610714,,,,,100,36.39483260002453,results\v2\early_lodo\locks\early_lodo_03_hist_gradient_boosting_b0_seed2026\lock_summary.json,results\v2\early_lodo\runs\early_lodo_03_hist_gradient_boosting_b0_seed2026\run_result.json,3,1
