epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.003,0.27063921625793164,0.9187429183086163,0.6872233765719495,0.9020316585376951,0.2346993671583508,0.8927235609240313,0.8012413839156848,0.9116507731737538,0.802177165194787,1595664,341417,6.392699900025036,1.1667617000057362,True
2,0.003,0.14147021702417573,0.9421726629165037,0.7864219702260112,0.9380385441980833,0.23612048565235746,0.9533825204954645,0.7492562874311615,0.9377985949501912,0.8901296527783855,1595664,341417,6.394646200002171,1.1604935000068508,False
3,0.003,0.129024846626003,0.9548313429393657,0.8104051136068856,0.9467971842013473,0.3313064264862794,0.8268773962632207,0.7493786414776383,0.8679071113141871,0.7299153031368021,1595664,341417,6.283410400035791,1.1623393999761902,False
4,0.003,0.1461280785423599,0.9553828374895968,0.8739437909619096,0.9586645630925739,0.04240813796118966,0.9889870744573351,0.9608975981629345,0.9884821683558962,0.9741736362813802,1595664,341417,6.377704800048377,1.207781100005377,True
5,0.003,0.0843455792318066,0.9766711538268709,0.9279162156313462,0.9771139874854052,0.039168130365207866,0.9867991341965983,0.9518644083640669,0.9860087725639993,0.9690541451036256,1595664,341417,6.524957699992228,1.1387892000493594,False
6,0.003,0.081549541508064,0.9728808821907369,0.904027701853436,0.9716271020683911,0.03398365492252473,0.9915645676694482,0.9719343144232901,0.9914023955700594,0.9801912162576212,1595664,341417,6.3242788999923505,1.1735942999948747,True
7,0.003,0.05832627033407314,0.9819723951909676,0.938065810457557,0.9814591405932076,0.049545854152719206,0.9874112888344752,0.960862073046911,0.9874370237327039,0.9706357914542774,1595664,341417,6.2721480000182055,1.1669009000179358,False
8,0.003,0.04996054893587347,0.9879109887795927,0.9617807629831286,0.9877785992432816,0.024665578968007255,0.9932721569224731,0.9775615473393473,0.9931279501184199,0.9842228529151761,1595664,341417,6.547159900015686,1.1649314999813214,True
9,0.003,0.03309477634593321,0.9886699204845131,0.9621408209769727,0.9885097450411638,0.019805678393950643,0.9937905845344549,0.9787449250837308,0.9936490050387262,0.9854435678083833,1595664,341417,6.421011800004635,1.155181400012225,True
10,0.003,0.09071443294766224,0.9762368518685638,0.9166479020144424,0.9753047539873948,0.027932205653761265,0.9937056444172375,0.9785419109995835,0.9935594375512278,0.985247811140107,1595664,341417,6.41408199997386,1.1792580999899656,False
11,0.003,0.03604694159591138,0.9875255692927835,0.9555685285431793,0.9869543013929726,0.019502059228806,0.993565053878395,0.9777384869443119,0.9934042611158408,0.9849164808883215,1595664,341417,6.382607699953951,1.1690024999552406,False
12,0.003,0.02272193903233921,0.9919538198517984,0.9727116960952539,0.9918124521346537,0.021953712407895214,0.9924051819329441,0.9740647446429275,0.9923262813764707,0.982168952242402,1595664,341417,6.435491000011098,1.1771395000396296,False
13,0.003,0.01962208129320385,0.9942356285533797,0.9802971390325342,0.9941416238351344,0.014665160505499304,0.9962977824771467,0.9875085864120366,0.9962781978154717,0.991324216100883,1595664,341417,6.594765199988615,1.1816923000151291,True
14,0.003,0.01691381502316174,0.9944048371085642,0.9815408332978914,0.9943580845610436,0.01762033974758918,0.9943236569942329,0.9803780976430967,0.9941899419494727,0.9867018280518499,1595664,341417,6.540159999975003,1.1307812000159174,False
15,0.003,0.02214190333614179,0.9928926139838964,0.9760457070708033,0.9928038280638981,0.021323439876984346,0.9955626111177827,0.9852792570232184,0.9955984051748005,0.9896457588592066,1595664,341417,6.677750099974219,1.1640675999806263,False
