epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss_converted_int8,validation_accuracy_converted_int8,validation_macro_f1_converted_int8,validation_mcc_converted_int8,improved,epochs_without_improvement
1,1.2516783017086628,0.7116554613001234,0.6700529103146785,0.6198832124825677,0.13664010031549662,0.9389544164467498,0.8588623941076187,0.8745256570415427,True,0
2,0.0428199397787131,0.9917927583751968,0.973599768599,0.9807764841569085,0.02640151253119951,0.9939604647688897,0.9806646601291354,0.985831062545785,True,0
3,0.026013387404691155,0.9938558493517432,0.9803947953507396,0.9856186594138086,0.024087183804513895,0.9947630024281158,0.983473659224604,0.9877188072554745,True,0
4,0.023186411484145956,0.994410477393737,0.9823123588225814,0.986917681513179,0.024557462326229018,0.9939136012559422,0.9804589696822923,0.9857266548285564,False,1
5,0.021652150097142615,0.9944662535471127,0.9823880819498082,0.987048829797685,0.0210276833510098,0.9940629787034624,0.9807018554422919,0.9860759144178038,False,2
6,0.018977449990278103,0.9943985701250388,0.981973166683567,0.9868910577058482,0.01718618832730197,0.9956299774176447,0.9862368084920542,0.9897535818299728,True,0
7,0.017051762246284102,0.9949112093774128,0.9832657456704873,0.9880914017608694,0.015954676513851563,0.9953546542790781,0.9845393418291849,0.9891071976324378,False,1
8,0.015781389557315176,0.9950378024446249,0.9835224442385643,0.9883876239337297,0.01489623470883397,0.9956885568088291,0.9858309772746149,0.9898915470826246,False,2
