epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.003,0.46515408915207374,0.8975611406912734,0.7156284187194001,0.8902033244454164,0.3571239061806759,0.9520967028589672,0.7394710400611525,0.9354176149660822,0.887089618238636,1595664,341417,6.370048600016162,1.174210800032597,True
2,0.003,0.2205984408214548,0.941611141192632,0.7402475124099824,0.9299887236366953,0.17292613080042876,0.9157745513550878,0.8252701452103445,0.929831849902846,0.8353285028455376,1595664,341417,6.4363873999682255,1.2043452000361867,True
3,0.003,0.18968762484804885,0.9381210580673626,0.7489766272396919,0.9293573479877877,0.0813596712004419,0.9695885090666253,0.8735658141788241,0.96484993844428,0.92837757818527,1595664,341417,6.329014999966603,1.162628499965649,True
4,0.003,0.16142307163660943,0.9683811880195329,0.8656751994360095,0.963425289580413,0.15108304155864064,0.9716505036363157,0.8794279787120377,0.9672341897171058,0.9334191828089049,1595664,341417,6.413949300011154,1.2059043000335805,True
5,0.003,0.10867427009169672,0.9700218843064705,0.9071319862695004,0.9694970596356552,0.06400140624690226,0.9830412662521198,0.9360699763545837,0.9816655642523905,0.9602334863780821,1595664,341417,6.408492299960926,1.158891799976118,True
6,0.003,0.0810287654257947,0.981182755266773,0.9337522535533355,0.9804203594780344,0.2213904475812019,0.9530046834223251,0.7430777257150587,0.9366272928301596,0.8893931401215989,1595664,341417,6.401840100006666,1.1838029999635182,False
7,0.003,0.06309012050865023,0.9811689679030172,0.9414256225306289,0.9813560453584103,0.04602795058196569,0.9833078024820088,0.936593698258358,0.9819441226977047,0.9608647912742132,1595664,341417,6.448752099997364,1.1575112999998964,True
8,0.003,0.08105738831016884,0.9713009756439952,0.9067408522242726,0.9713554365757733,0.10516319983000792,0.9699429143832908,0.8937752353045214,0.9667566820292961,0.9290241643193166,1595664,341417,6.885337200015783,1.1568230999982916,False
9,0.003,0.032978319149688275,0.9919788877858998,0.9736758565580429,0.9917801719971114,0.0873589330765598,0.9797637493153534,0.9402262086615089,0.980695767438767,0.95424762912561,1595664,341417,6.65996380004799,1.1441516000195406,True
10,0.003,0.028480279808227912,0.9925429163031816,0.9739866292111586,0.9923843918458428,0.05087102138842866,0.9879795089289637,0.9628550386657388,0.9881261140627106,0.972255305148563,1595664,341417,6.5042135999538,1.267857600003481,True
11,0.003,0.026626010138491855,0.9920089693068215,0.9724960118448935,0.9918183647073161,0.055602206488806635,0.9845994780576246,0.9546335953630068,0.9851573088253923,0.9650253137899685,1595664,341417,6.602713099971879,1.1775185000151396,False
12,0.003,0.07917062155733401,0.9832565001153125,0.9487216126583294,0.9835336212258113,0.33797034580503654,0.9532009243827929,0.7523103389171634,0.9379926006835198,0.8895086004074452,1595664,341417,6.522186099959072,1.375096699979622,False
13,0.003,0.11027781239394596,0.9633437866618536,0.844929449963406,0.9577933025394568,0.02074860624316571,0.9922645913941016,0.974505616421976,0.9922077025087601,0.9818777620647358,1595664,341417,6.5843292999779806,1.1728591999853961,True
14,0.003,0.014995390693112691,0.9944161176789098,0.9813360976290305,0.9943866078336965,0.03869192820531786,0.9922206568507134,0.9761401425039787,0.99241620566252,0.9821341930712058,1595664,341417,6.495925800001714,1.1561612999648787,True
15,0.003,0.026670238726107034,0.990655300865345,0.9689733345926795,0.9905918970422518,0.017072828404843695,0.9962099133903701,0.9873028094981655,0.9962245216182443,0.9911368395581532,1595664,341417,6.273549899982754,1.159419599978719,True
