epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss_converted_int8,validation_accuracy_converted_int8,validation_macro_f1_converted_int8,validation_mcc_converted_int8,improved,epochs_without_improvement
1,0.011789064951646255,0.9958738180469071,0.986674971169239,0.9903523329634872,0.00808887281595239,0.9967107671849966,0.988965146610627,0.9922924397312936,True,0
2,0.008702598875143795,0.9968332932246388,0.9896256007561156,0.9925951298913629,0.00816854317007332,0.9980405193648823,0.9935894546271267,0.9954172849682138,True,0
3,0.008348573660000472,0.9974919531931534,0.9917464625332014,0.9941399895774259,0.007827860055384755,0.9975923870223217,0.9921066657162182,0.9943639467415141,False,1
4,0.00829441074581602,0.9972657150878882,0.9909903062006689,0.99361023419296,0.008689331611818963,0.996836712876043,0.9894260875270545,0.9925872224011248,False,2
5,0.008505198525846663,0.9970726919953072,0.9904385559622849,0.9931648805115807,0.009093678366464106,0.9967195540936743,0.9889897383387766,0.9923124784226239,False,3
