epoch,train_loss,train_accuracy,validation_INT8_macro_f1,validation_INT8_accuracy,validation_INT8_gafgyt_fnr,validation_INT8_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.00910520110045067,0.9980991578819783,0.9966365702492661,0.9978751845765297,0.005533580636566726,0.002077387776341366,True,0,6.811678800033405,0.5075073000043631
2,0.005504135606233421,0.9986419763544885,0.9971718387118358,0.9982409755861398,0.006578812534584921,0.0012683854916213377,True,0,6.753999199951068,0.47755519999191165
3,0.004640272259830745,0.9988074936318205,0.9973823026876992,0.998345871537425,0.004857254114319698,0.0015041751022432104,True,0,6.88499910000246,0.5022441000910476
4,0.004338453767909346,0.9988798259853002,0.9979050852512099,0.9987143521868116,0.004652306683335716,0.0009390931043734563,True,0,6.83603560004849,0.5045359000796452
5,0.0036001727047074673,0.9990264456207322,0.9981548309170005,0.9988434548960857,0.003217674666448067,0.0010935759527119782,True,0,6.793061499949545,0.5011496000224724
6,0.0033664425520308627,0.9990746671897186,0.9978383212558594,0.9986659386708339,0.002705306088988224,0.0013984763112747656,False,1,6.847635599900968,0.5065409999806434
7,0.0031304805077232286,0.9990916099031463,0.9980577055394254,0.998800420659661,0.002172442768429872,0.0013049735346488678,False,2,6.8322838000021875,0.5048561999574304
8,0.0029743687346070356,0.9991359216151879,0.9981749969725756,0.9988676616540747,0.0026028323734962333,0.0011423600100820552,False,3,6.862915899953805,0.5038790999678895
