epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.07719168804281679,0.9908646192483561,0.9958943250914634,0.997471738610048,0.009345602852868229,0.0016993113317234076,True,0,15.27312929998152,1.210864199907519
2,0.007211013553477641,0.9986198204984676,0.9973089869968726,0.9983593197363078,0.0034226220974320487,0.001630200583782604,True,0,19.45054029999301,1.1513171000406146
3,0.0045104463148023305,0.9990674991186531,0.9980113188458001,0.99882462741765,0.0027462955751850204,0.0009919424998576787,True,0,20.40358390007168,1.186146599939093
4,0.0033289194818048157,0.9992884060360372,0.9985533272973305,0.9991527634703884,0.0026028323734962333,0.0005894740265547371,True,0,20.4663740999531,1.1998287999304011
5,0.0025793954418642426,0.9994376322427656,0.9985473838541269,0.9991581427499415,0.0026438218596930296,0.0006260620695823782,False,1,20.301966900005937,1.2011941999662668
6,0.002287274130999057,0.9995125711675419,0.9991494630691807,0.9995131752004454,0.002295411227020261,0.00024798562496441967,True,0,20.517959899967536,1.1594281999859959
7,0.0017754181826664715,0.9996051044485701,0.9990143758947195,0.9994513134855849,0.0022749164839218627,0.0002805083298778044,False,1,19.886902900063433,1.1302620000205934
8,0.0015286018799049272,0.9996943795154775,0.9989594726346106,0.9994082792491602,0.001783042649560418,0.0003577497540470098,False,2,20.173179500037804,1.1253357999958098
9,0.0015733460986416805,0.9996995926580706,0.9992451439397017,0.999580416194859,0.0025208534011026407,0.00010569879096844481,False,3,20.338185100001283,1.2095244000665843
10,0.0014724057792945614,0.9997126255145534,0.9991446178509258,0.9995293130391046,0.0025208534011026407,9.756811474015414e-05,False,4,20.135844200034626,1.1926594999385998
