epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.047160071253313784,0.9945405364193399,0.9963430389356257,0.997772978265021,0.007316623286127144,0.0016180045694400569,True,0,6.674345099949278,1.0185994999483228
2,0.005823671506010302,0.9989019818413211,0.9954399104047468,0.9971839471539576,0.016621236652798577,0.0006545194363815066,False,1,8.901236899895594,1.0109444999834523
3,0.003807367661687242,0.9992251966820954,0.9980844024065619,0.9988353859767561,0.002705306088988224,0.0011301639957395082,True,0,9.181466899928637,1.0293130999198183
4,0.002914729139907846,0.9994135214582723,0.9983737604452587,0.9990747639168687,0.003443116840530447,0.0003780764446178475,True,0,9.153192600002512,1.0465633000712842
5,0.002671160462887698,0.9994285092432277,0.9988039652963447,0.9993168314967577,0.00241837968561065,0.00036994576838955684,True,0,8.961969300056808,0.9992963999975473
6,0.0017315870924573332,0.9996129241624597,0.9986567644210184,0.9992495905023441,0.0024798639149058443,0.00040246847330294155,False,1,9.214884800021537,1.0136536000063643
7,0.0016228988663284979,0.9996754818735774,0.998758348704102,0.9992630387012268,0.0020084848236426867,0.0005976047027831388,False,2,9.01959010004066,0.9911029000068083
8,0.001671331618711645,0.9996611457314463,0.9991617190266147,0.9995346923186578,0.0022544217408234646,0.00010163345285429948,True,0,8.605328999925405,0.9981370000168681
9,0.0018180814250544845,0.9996064077342184,0.9993604785354674,0.9996422779097196,0.0019674953374458903,8.537210039760712e-05,False,1,8.503177100094035,0.9758422001032159
10,0.0012454603345482893,0.9997530273696502,0.9987261482681831,0.9993060729376515,0.0037915274732031046,0.00019107089136605193,False,2,8.644175100023858,0.9910122000146657
11,0.0011804126311990987,0.9997673635117814,0.9990898787055679,0.9995131752004454,0.0016805689340684271,8.537210039760712e-05,False,3,8.658246099948883,0.9689326999941841
12,0.0010672151711583673,0.9998019005814609,0.9992871752215877,0.9995992436732949,0.002438874428709048,8.537210039760712e-05,False,4,8.64327040000353,0.9597058000508696
