epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss,validation_accuracy,validation_macro_f1,validation_mcc,improved,epochs_without_improvement
1,0.20418593947501384,0.8934844679080307,0.7538884446941397,0.7759542021552698,0.06908371787617397,0.9818286728546031,0.9298531821797803,0.9573251230738722,True,0
2,0.05917084319115611,0.986287840046526,0.9498633661414528,0.9678841906122125,0.05513774289220616,0.9875870270080283,0.9546704861087593,0.9708818370148803,True,0
3,0.05080868566028861,0.9866036960162039,0.9513774815723118,0.9686177337469326,0.044334045998274486,0.9923466025417598,0.9734997049249031,0.9820608809214207,True,0
4,0.03984707709248248,0.9916160294397818,0.971237052105708,0.9803655553637581,0.03804729272953051,0.992657073315037,0.9745203432332569,0.9827886076967396,True,0
5,0.032796185200569566,0.9925943055680895,0.9742261065043603,0.9826796246178077,0.03440710457453942,0.9911222932660061,0.9701537365326466,0.9791601544650054,False,1
6,0.03365042635220745,0.9902034513531671,0.9671245517597375,0.9770514480165272,0.028876506915183058,0.993017336570821,0.9762225075082229,0.9836219071491755,True,0
7,0.02809891173722023,0.9926676292753361,0.9750855189956732,0.9828359405835281,0.02590410260173155,0.9930231945099395,0.9763016904156071,0.9836329012640254,False,1
8,0.027345263816598703,0.9925823982993913,0.9746386074377726,0.9826395788585844,0.023151320989584476,0.9934420371569078,0.9776305254511076,0.9846232019553874,True,0
