epoch,train_loss,train_accuracy,validation_INT8_macro_f1,validation_INT8_accuracy,validation_INT8_gafgyt_fnr,validation_INT8_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.007261515889593856,0.9982946507292209,0.9961533246838163,0.9975443588840147,0.011067161273133452,0.001500109764129065,True,0,4.539693600032479,0.4812159000430256
2,0.004478023660183467,0.9989502034103076,0.99771903790132,0.998587939117314,0.004590822454040522,0.0010854452764836875,True,0,4.158393800025806,0.49466009996831417
3,0.0037342095700786736,0.9989423836964179,0.9974268084517433,0.9983646990158608,0.004754780398827707,0.0015082404403574667,False,1,4.637956300051883,0.49120599997695535
4,0.00351458226085546,0.998961281338318,0.9978476066157002,0.9986551801117276,0.0029102535199720947,0.001414737663731458,False,2,5.040370199945755,0.4763018999947235
5,0.0026003348678144216,0.9992356229672816,0.9976294781415938,0.9985045602842412,0.004406369766154938,0.0013740842825897825,False,3,4.8169425000669435,0.5216228999197483
