held_out_device,status,completed_at,seed,completed_model_count,best_test_macro_f1_model,best_test_macro_f1,mean_test_macro_f1,minimum_test_macro_f1,maximum_attack_fnr,local_severe_cell_count,any_local_severe_signal,cache_total_bytes,cache_cleanup_eligible,device_summary_file,release_manifest_file
Danmini_Doorbell,complete,2026-08-05T19:53:47.589653+00:00,2026,3,hist_gradient_boosting_b0,0.984940616885373,0.98076817923412,0.9757062761238801,0.08512912604754574,0,False,1064589474,True,results\v2\early_lodo\devices\Danmini_Doorbell\device_summary.json,results\v2\early_lodo\devices\Danmini_Doorbell\device_release_manifest.csv
Ecobee_Thermostat,complete,2026-08-05T21:14:04.122207+00:00,2026,3,hist_gradient_boosting_b0,0.9922769394519403,0.9902295792908526,0.9881467652490058,0.020175232468360803,0,False,1051631639,True,results\v2\early_lodo\devices\Ecobee_Thermostat\device_summary.json,results\v2\early_lodo\devices\Ecobee_Thermostat\device_release_manifest.csv
Ennio_Doorbell,complete,2026-08-05T21:31:12.283408+00:00,2026,3,compact_dnn_b0,0.9932445684276212,0.9630132184636896,0.9033496516659376,0.3198137135582096,0,False,1015107926,True,results\v2\early_lodo\devices\Ennio_Doorbell\device_summary.json,results\v2\early_lodo\devices\Ennio_Doorbell\device_release_manifest.csv
Philips_B120N10_Baby_Monitor,complete,2026-08-05T21:46:30.511617+00:00,2026,3,compact_dnn_b0,0.9932630097346817,0.9865868792884249,0.9759641808326674,0.09364138349312352,0,False,1070510498,True,results\v2\early_lodo\devices\Philips_B120N10_Baby_Monitor\device_summary.json,results\v2\early_lodo\devices\Philips_B120N10_Baby_Monitor\device_release_manifest.csv
Provision_PT_737E_Security_Camera,complete,2026-08-05T22:02:07.081410+00:00,2026,3,tinyml_mlp_b0,0.9629826302186023,0.95020776682766,0.9246779904980243,0.200668230924944,0,False,1050604694,True,results\v2\early_lodo\devices\Provision_PT_737E_Security_Camera\device_summary.json,results\v2\early_lodo\devices\Provision_PT_737E_Security_Camera\device_release_manifest.csv
Provision_PT_838_Security_Camera,complete,2026-08-05T22:12:43.628775+00:00,2026,3,compact_dnn_b0,0.9932380693493537,0.9827510175742803,0.9628108012492839,0.12779818678170604,0,False,1051620129,True,results\v2\early_lodo\devices\Provision_PT_838_Security_Camera\device_summary.json,results\v2\early_lodo\devices\Provision_PT_838_Security_Camera\device_release_manifest.csv
Samsung_SNH_1011_N_Webcam,complete,2026-08-05T22:22:33.741915+00:00,2026,3,compact_dnn_b0,0.9939969510495716,0.9932326450400109,0.9922067347450386,0.02635171993066696,0,False,1016683167,True,results\v2\early_lodo\devices\Samsung_SNH_1011_N_Webcam\device_summary.json,results\v2\early_lodo\devices\Samsung_SNH_1011_N_Webcam\device_release_manifest.csv
SimpleHome_XCS7_1002_WHT_Security_Camera,complete,2026-08-05T22:31:58.742052+00:00,2026,3,hist_gradient_boosting_b0,0.9958891575760941,0.9890725791512163,0.9841023422799352,0.01753861484803189,0,False,1053458665,True,results\v2\early_lodo\devices\SimpleHome_XCS7_1002_WHT_Security_Camera\device_summary.json,results\v2\early_lodo\devices\SimpleHome_XCS7_1002_WHT_Security_Camera\device_release_manifest.csv
SimpleHome_XCS7_1003_WHT_Security_Camera,complete,2026-08-05T22:41:28.150038+00:00,2026,3,compact_dnn_b0,0.9924872991345705,0.9859970169583028,0.9745221579565461,0.048443316970315946,0,False,1052613390,True,results\v2\early_lodo\devices\SimpleHome_XCS7_1003_WHT_Security_Camera\device_summary.json,results\v2\early_lodo\devices\SimpleHome_XCS7_1003_WHT_Security_Camera\device_release_manifest.csv
