epoch,train_loss,train_accuracy,validation_macro_f1,validation_accuracy,validation_gafgyt_fnr,validation_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.07947102636400462,0.9839930456677808,0.9962036376508759,0.9976653926739592,0.005759022810649106,0.0021261718337114432,True,0,19.587399100069888,1.1856682000216097
2,0.00729467471031367,0.9986797716382887,0.9976102723590877,0.9985610427195486,0.004467853995450133,0.001162686700652893,True,0,19.56879539997317,1.2133540000068024
3,0.004761306126782954,0.9991183272589361,0.9981344690003223,0.998913385530276,0.0040374643903838825,0.0006179313933539765,True,0,20.39808539999649,1.2579544000327587
4,0.003478810693106556,0.9993053487494649,0.9982543678647998,0.9989564197667007,0.002541348144201039,0.0009187664138026186,False,1,21.43084829999134,1.3221518999198452
5,0.0027509780283883826,0.9994278576004035,0.998649824504497,0.9992226941045785,0.0032791588957432616,0.00044312185444461694,True,0,203.2174167999765,0.6623254999285564
6,0.002309768987549253,0.9995301655237938,0.9988823472083176,0.9993625553729589,0.0035046010698256413,0.00019107089136605193,True,0,17.276411000057124,1.292188899940811
7,0.0021186705741278707,0.9995484115228698,0.9988758639451246,0.9993625553729589,0.003217674666448067,0.00016667886268095788,False,1,20.74378809996415,1.2527346999850124
8,0.0018846797170787224,0.9996148790909322,0.9990402315618817,0.9994782098833503,0.0020904637960362793,0.00019513622948019727,False,2,21.03973859990947,1.2304672000464052
9,0.0014878434872604004,0.9997028508721914,0.9991487350468882,0.9995158648402219,0.0020084848236426867,0.00023172427250772731,True,0,21.062137800036,1.3016389000695199
10,0.001769424989565883,0.9996448546608427,0.999044675055267,0.9994593824049145,0.0025003586580042425,0.0001992015675943426,False,1,21.077741699991748,1.2568181999959052
11,0.001414465725627883,0.9997165353714983,0.9994249295580033,0.9996799328665912,0.0018445268788556124,8.943743851175245e-05,True,0,20.824309000046924,1.2411487000063062
12,0.0012511781398338287,0.9997360846562225,0.9992751666333315,0.9996046229528479,0.0018650216219540106,0.00013009081965342784,False,1,20.183062099968083,1.1961971999844536
13,0.0011928290593725454,0.9997282649423329,0.9992917586302649,0.9995911747539652,0.0022339269977250664,0.00015854818645266722,False,2,19.704108100035228,1.1976463999599218
14,0.0013615602282922364,0.9997269616566846,0.9993134042464876,0.9996234504312838,0.0020904637960362793,6.911074794091476e-05,False,3,19.63740569993388,1.1925723999738693
15,0.0010130840694692281,0.9998032038671092,0.9992020550610502,0.9995669679959763,0.0018650216219540106,8.537210039760712e-05,False,4,20.795825500041246,1.2762835000175983
