epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss_converted_int8,validation_accuracy_converted_int8,validation_macro_f1_converted_int8,validation_mcc_converted_int8,improved,epochs_without_improvement
1,0.015484370904679747,0.9953549118110079,0.9849970979358882,0.9891319598456556,0.01194964670321974,0.9947630024281158,0.9821810224189843,0.9877254234785368,True,0
2,0.01194779810727745,0.9948428992569864,0.9825651702037964,0.9879363561215405,0.010230225506667407,0.9952785010705384,0.9840055480412838,0.9889341938576309,True,0
3,0.011205632967187485,0.9952809614054087,0.9840214442757187,0.9889642528854898,0.01066680051494425,0.9965438159201211,0.9884551825757099,0.9919001456735183,True,0
4,0.011063171752816835,0.9960135717795225,0.9867618907641852,0.9906755572660559,0.009279212582119077,0.9969187240237012,0.989751248013539,0.9927799022378886,True,0
5,0.010249839798326612,0.9963971111712742,0.9880256744924133,0.9915738857814291,0.0099361960315188,0.9969743744453264,0.9901013882552072,0.9929193841918601,True,0
6,0.009620806482823202,0.9969943547012403,0.9900812984233953,0.9929732544976236,0.00853667502026332,0.9978442784044146,0.9929820827349872,0.9949655861185862,True,0
7,0.008273963696800099,0.9977031505379579,0.9924761294132196,0.9946404166900028,0.008857894528511026,0.997009522080037,0.9900542211328093,0.9929928112043942,False,1
8,0.009538927002814548,0.9964591543081751,0.9883026519265754,0.9917235725373019,0.009247423013688924,0.9968484287542799,0.989512743044039,0.9926148609678543,False,2
