epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.001,0.30840041809689933,0.8997877999378315,0.6091491689166983,0.8746476335724226,0.14025667222119956,0.9410134820468811,0.6568509790453164,0.9157327245396757,0.8596056103697892,1595664,341417,10.433836099982727,1.285179500002414,True
2,0.001,0.10399870712426235,0.9660041211683663,0.8768415182338388,0.9637086448086531,0.5487451396938344,0.9436114780459086,0.6710164810658181,0.9197050907338372,0.8661395846645726,1595664,341417,11.0598209000309,1.3074754000408575,True
3,0.001,0.12658025514987453,0.965467667378596,0.8843547400403162,0.9646967865222134,0.1331076162896041,0.9538423687162619,0.7492739729964798,0.9380820905717403,0.891366761311456,1595664,341417,10.771318599989172,1.321280799980741,True
4,0.001,0.0772007270295645,0.9812115833909896,0.9323018676595783,0.9801104697379537,0.06729350047822322,0.9880351593505888,0.9567178574262517,0.987388322828788,0.9719514043141951,1595664,341417,11.637614899955224,1.300372999976389,True
5,0.001,0.058588356194472994,0.9854154759397968,0.9517935308090936,0.9850665110205195,0.2323265800821973,0.9536285539384389,0.7460831564451152,0.93750870279896,0.890883867907309,1595664,341417,11.549603999999817,1.4254099000245333,False
6,0.001,0.07149723262468784,0.9755775652016966,0.9117251638076146,0.9740197329248165,0.06014433164414033,0.9896490215777187,0.9641710709595128,0.9892244805567809,0.9757318051912749,1595664,341417,10.528428099991288,1.3488014999893494,True
7,0.001,0.07719880627964097,0.9790889560709523,0.9240337116381037,0.9778619700309062,0.030028176944242018,0.9916700105735801,0.9708123537799374,0.9913750308871281,0.9804797915085739,1595664,341417,10.489109099959023,1.365498800005298,True
8,0.001,0.03691458312742389,0.9876020264917927,0.9595065904954012,0.9875378654277768,0.1670836513238008,0.9555265262128131,0.8760469618536425,0.9544866016648934,0.894519957562539,1595664,341417,10.92065729998285,1.3407157000037841,False
9,0.001,0.040401039058404885,0.9896400495342378,0.9680663201220869,0.9894931219139416,0.017760440093332826,0.9935474800610398,0.9781849632185566,0.9934416087604192,0.984859738763473,1595664,341417,10.582813600020017,1.3777612000121735,True
10,0.001,0.026100748379274438,0.9926563487049905,0.9755070619308114,0.9925745991113027,0.01840873523526111,0.9937817976257772,0.9790680343946273,0.9936833261731043,0.9854125433936689,1595664,341417,10.290557600033935,1.3192726999986917,True
11,0.001,0.03191710394996302,0.9920609852700819,0.973139602995289,0.9919215640924763,0.015005532431252088,0.9941801374858311,0.9799933919955581,0.9940982139695402,0.9863480201349971,1595664,341417,10.269637799996417,1.281343000009656,True
12,0.001,0.01760219491564353,0.994827231798173,0.9824500075124121,0.9947407659280795,0.08613498238523672,0.9555997504517936,0.8928464517571918,0.9612295704828183,0.9080481038901604,1595664,341417,10.285501500009559,1.2664090999751352,False
13,0.001,0.04323558861502416,0.9826153877006688,0.9447368768377942,0.9828115366352497,0.021873302911466917,0.9941332739728836,0.9797918619887925,0.9939972525997457,0.9862546231291826,1595664,341417,10.656651199969929,1.304464100045152,False
14,0.001,0.022083073687346674,0.9930862637748298,0.9765855208167182,0.9929637411279922,0.012197280937381282,0.9962421320555216,0.9874740161343816,0.9962107823879468,0.9911918578973175,1595664,341417,10.234602399985306,1.2948971000150777,True
15,0.001,0.01527437075930213,0.9932529655366042,0.9773246032255317,0.9931640325310134,0.009024434536607421,0.9964002964117193,0.987873622895325,0.9963686941063369,0.991563130423343,1595664,341417,10.522643500007689,1.280980100040324,True
