epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.003,0.2506291864441457,0.9299363775832507,0.7928248698208851,0.9251269467349245,0.11326381839781018,0.9501518670716456,0.7413520603663425,0.933934543767552,0.8818897408222556,1595664,341417,6.786382800026331,1.2561253000167198,True
2,0.003,0.13598441164399067,0.9584198177059832,0.8791004675508205,0.9599332335714701,0.5967152369855863,0.9440859711145022,0.7028477081516367,0.9241149905873243,0.8669308898991649,1595664,341417,7.820605400018394,1.2256734000402503,False
3,0.003,0.10596190084082618,0.9738046355623741,0.9163546596661071,0.9734705387819691,0.38115527149315076,0.9535992642428467,0.7483531492381535,0.937787076402574,0.890779852941328,1595664,341417,6.693612199975178,1.1637118000071496,True
4,0.003,0.09338664594747091,0.9827664220036298,0.9426477130101798,0.9819075916574401,0.06541059065417532,0.985768136911753,0.9484639984664197,0.9848659836962886,0.9666189907861827,1595664,341417,6.7152451000292785,1.2205123999738134,True
5,0.003,0.05813611294222681,0.9852387470043819,0.9528494260670485,0.9849553216370711,0.20468059796077598,0.9527410761619954,0.7391921129523368,0.93598594291507,0.8887494365124019,1595664,341417,6.717693799990229,1.171695599972736,False
6,0.003,0.09200324689396074,0.9706297817084298,0.8871235788086818,0.9678623900579112,0.05859856309992102,0.9873351356259354,0.9551625537644232,0.986676314534881,0.9702943725969226,1595664,341417,6.552282300021034,1.1938327999669127,True
7,0.003,0.06862169840132212,0.97798596697049,0.9226544934410655,0.9769418391153826,0.046795395150658364,0.9823705322230586,0.9326496913870486,0.9808917613514234,0.9586380877572563,1595664,341417,6.370384100009687,1.337682599958498,False
8,0.003,0.03700557302757456,0.9880921046034754,0.9617262234294698,0.9880712253762743,0.24154857953673148,0.9289256246759827,0.8015429761790824,0.931170855017939,0.8345791591788266,1595664,341417,6.6513285000110045,1.2313984999782406,False
9,0.003,0.04620074237564055,0.9874353247300184,0.9601820943948219,0.9873278136398232,0.027865730341059596,0.990240673428681,0.9684008311062162,0.9902976567437533,0.977209571156009,1595664,341417,6.441999200033024,1.1983439000323415,True
10,0.003,0.035350970403335895,0.9893198066760922,0.9653512740437377,0.9893623166655489,0.026484332417680414,0.9915499228216521,0.9721551864555199,0.9915117925165343,0.9802052456114254,1595664,341417,6.687368799990509,1.2274416000000201,True
11,0.003,0.03237716028052958,0.9911096571709332,0.9695198322978632,0.9909102766596549,0.01977350221979371,0.9932223644399664,0.9765512326640314,0.9931187115964295,0.9840939975266614,1595664,341417,6.653086500009522,1.2303517999826,True
12,0.003,0.017628862746170478,0.9953705792698212,0.9842913736766837,0.9953129299774388,0.12286237906933685,0.9438897301540345,0.873213922363847,0.9520183432751657,0.8869742998419343,1595664,341417,6.525839800015092,1.1845337999984622,False
13,0.003,0.08808804746500185,0.9648923582909685,0.8854587646421012,0.9649581819016289,0.044341348396572555,0.9860170993242867,0.9483930216387663,0.9851528773309662,0.9672016966425157,1595664,341417,6.498150800005533,1.1504155999864452,False
14,0.003,0.027992656750625827,0.9912431439200232,0.9702452069144294,0.991100709040735,0.03280518856578791,0.9897017430297846,0.9682329376140553,0.9899934019674711,0.9763278311631114,1595664,341417,6.812486300012097,1.2947549999807961,False
15,0.003,0.04123091599556455,0.9870336110860431,0.9587293373543986,0.9871601316313667,0.01912732820390507,0.9919189729861138,0.9798757570323208,0.9918793780990451,0.9810835553199269,1595664,341417,6.4994636999908835,1.1632675000000745,True
