epoch,train_loss,train_accuracy,train_macro_f1,train_mcc,validation_loss,validation_accuracy,validation_macro_f1,validation_mcc,improved,epochs_without_improvement
1,0.14839024229702613,0.9516251541677947,0.861599187880751,0.8899576594790805,0.11205346811005046,0.9651276884279342,0.8942504672383728,0.9182404056444343,True,0
2,0.11084946884007675,0.9622915601279467,0.8778865755407992,0.9112028932690784,0.11702739717573647,0.9652389892711845,0.8962921700951085,0.918608068753441,True,0
3,0.11510632350730632,0.9611503424279798,0.8721327261490556,0.9086177788731253,0.11093574450854093,0.9654498750794483,0.8948687980656286,0.9188644829541713,False,1
4,0.11102545478134346,0.9648691704519247,0.8954819467696411,0.9175616799260115,0.11205800977738489,0.9655846076791724,0.8924440395299867,0.9187195520861863,False,2
5,0.11013461041191765,0.9653467145965566,0.8946130464390264,0.9186531738037065,0.11880038844672032,0.9632648637882707,0.8769209621414363,0.9130117869110809,False,3
