epoch,learning_rate,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_mcc,train_sample_count,validation_sample_count,train_elapsed_seconds,validation_elapsed_seconds,improved
1,0.003,1.1209417862684081,0.7006055159482196,0.27464953612564497,0.5930007804885912,1.0133284270596967,0.7205938778678274,0.2792035498660856,0.6035771061373978,0.0,1595664,341417,23.02189149998594,2.660989800002426,True
2,0.003,1.1643838843837082,0.7065403493467296,0.2770478301350141,0.5961247918155956,0.8782371941967766,0.7205938778678274,0.2792035498660856,0.6035771061373978,0.0,1595664,341417,23.57841910002753,2.658080599969253,False
3,0.003,0.877598817194799,0.7070705361529745,0.2994864275881482,0.6112646043633131,0.47895922485672915,0.7831888863179045,0.43334170839269714,0.7259822294311179,0.4090142842894602,1595664,341417,23.038289799995255,2.6479261000058614,True
4,0.003,0.6854888364740552,0.835524270773797,0.5392917971669585,0.808077625199907,0.3691532380425683,0.9120342572279646,0.6153219762385665,0.8869832512735977,0.7900583928171467,1595664,341417,23.535841100034304,2.5716167999780737,True
5,0.003,0.40899708181774846,0.9128644877618346,0.6175960664767141,0.8874874659872533,0.36390900751701966,0.9267464713239235,0.6319692167895802,0.9007781509669431,0.8249100490662272,1595664,341417,23.37310940003954,2.615395200031344,True
6,0.003,0.3014074845783958,0.9172501228328771,0.6268266875327417,0.8946905384237523,0.3005309346623644,0.9261079559600137,0.6271644416450733,0.9005885801436302,0.8253672545062974,1595664,341417,22.38650109997252,2.675401000014972,False
7,0.003,0.2847195326420457,0.9279246758716121,0.6400801751306534,0.9033181109101064,0.24615264986309626,0.9257447637346705,0.6181660537849345,0.9022293997508698,0.8310587659775941,1595664,341417,22.911995199974626,2.7516598000074737,False
8,0.003,0.30872753707897,0.9324249967411685,0.76860732655713,0.9265277183567144,0.3930876532271534,0.9093659659595158,0.6185642973675125,0.8834327449436314,0.7779114923926234,1595664,341417,22.58426190004684,2.6930034999968484,False
9,0.003,0.21613185253386133,0.9293560549088029,0.6903370499964366,0.9114062032203283,0.15059045488768386,0.9668001300462484,0.9258475952937074,0.9668874849777606,0.924551671530399,1595664,341417,22.932732600020245,2.701315700018313,True
10,0.003,0.20935442548889993,0.9396483219524913,0.7488236739378258,0.9264167116254693,0.1297513190053274,0.9665658124815109,0.92320080935183,0.9665852495259615,0.9239430605976346,1595664,341417,23.47863430000143,2.768033300002571,False
11,0.003,0.18903700098675308,0.9424007811168266,0.8209248977508793,0.9394419779383545,0.12359274234841904,0.9666888292029981,0.9135900170747869,0.9653794687830338,0.9219192824612705,1595664,341417,23.25965920003364,2.6906056000152603,False
12,0.003,0.17011596683130253,0.9543807468238927,0.8674640504565541,0.9515404585879791,0.17369760644652196,0.9550227434486274,0.894288504165389,0.9574714344657783,0.9011321735409517,1595664,341417,23.578422599995974,2.6608807999873534,False
13,0.003,0.15873551463640242,0.9617081039617363,0.8912489943726422,0.9596297598982502,0.2817580344352512,0.9412858762158884,0.7550444143068119,0.9283542292655752,0.8592177964284394,1595664,341417,22.646643000014592,2.664720100001432,False
