epoch,train_loss,train_accuracy,validation_INT8_macro_f1,validation_INT8_accuracy,validation_INT8_gafgyt_fnr,validation_INT8_mirai_fnr,improved,epochs_without_improvement,epoch_elapsed_seconds,validation_elapsed_seconds
1,0.01088467634952582,0.997573282122896,0.9970229678223216,0.9981145625166421,0.0065993072776833195,0.0015204364546999027,True,0,8.219898200011812,0.5135418000863865
2,0.0049560357103393465,0.9986413247116643,0.9977380732704154,0.9986229044344092,0.0040374643903838825,0.0011789480531095853,True,0,8.223333299974911,0.5161595999961719
3,0.004331554334034267,0.9986921528519475,0.996817237926973,0.9979962183664742,0.004508843481646929,0.0020448650714279815,False,1,8.224051300087012,0.5082765000406653
4,0.0031950803612786805,0.9990740155468945,0.9983586510590774,0.9989860058042427,0.002541348144201039,0.0009756811474009863,True,0,8.160986099974252,0.512552100000903
5,0.0031215347314935233,0.9990811836179601,0.99848066265824,0.9990720742770921,0.0034021273543336505,0.0006707807888381989,False,1,8.197812899947166,0.5136831999989226
6,0.002681096924874055,0.99925582389483,0.9982648558689844,0.9989053166109463,0.002705306088988224,0.0011139026432828159,False,2,8.161828099982813,0.5127715000417084
7,0.0027286034938204854,0.999227803253392,0.9986468413003428,0.999155453110165,0.0028897587768736965,0.0006951728175231819,True,0,8.253392199985683,0.5187990000704303
8,0.002695959477301473,0.9992369262529299,0.9987216931400872,0.999214625185249,0.0027462955751850204,0.0006301274076965235,False,1,8.182450099964626,0.5100948000326753
