architecture,variant,source_variant,run_count,seeds,float_parameter_count,float_linear_macs_per_sample,mean_best_validation_INT8_macro_f1,mean_test_fingerprint_accuracy,mean_test_fingerprint_macro_f1,std_test_fingerprint_macro_f1,min_test_fingerprint_macro_f1,max_test_fingerprint_macro_f1,mean_test_raw_weighted_macro_f1,mean_test_gafgyt_fnr,mean_test_mirai_fnr,mean_INT8_to_float_state_size_ratio,mean_training_elapsed_seconds,test_evaluation_count_per_run,fragility_triggered_in_any_run
tinyml_mlp,QAT,B0,5,"[42,123,2026,3407,8192]",9603,9504,0.9982591142135577,0.9989053136666344,0.9982103802573974,0.0003876923018597152,0.9977151375596214,0.9988494120065642,0.9970950606241722,0.004287500256184296,0.0007463960777617685,0.4470648240351687,29.3333598600002,1,False
tinyml_mlp,P25-QAT,P25-noFT,5,"[42,123,2026,3407,8192]",6819,6744,0.9981793334782438,0.9988149415270741,0.9980622942844194,0.00024594799585758454,0.9976165757765143,0.998335351575974,0.9966948606225075,0.005304039513864711,0.0006878552089177425,0.505199162818511,26.08249096001964,1,False
tinyml_mlp,P50-QAT,P50-noFT,5,"[42,123,2026,3407,8192]",4291,4240,0.99787259572749,0.998677769529527,0.9978555453698199,0.0004956603432279483,0.9970080708948338,0.998321844873542,0.9965766930824035,0.005049904699444596,0.0009317754957679947,0.612245922208281,28.568949260027146,1,False
compact_dnn,QAT,B0,5,"[42,123,2026,3407,8192]",25283,25056,0.9980331994586609,0.998811176021259,0.9980903197215032,0.0005097027294194836,0.9971715239986688,0.9986237817541056,0.9971471045335791,0.003369335765376169,0.0011098373051686926,0.3668017280190044,55.29138950000051,1,False
compact_dnn,P25-QAT,P25-noFT,5,"[42,123,2026,3407,8192]",17043,16872,0.9981352897368673,0.9989155343252752,0.9982271247954844,8.861105831029475e-05,0.998118725469589,0.9983578343614036,0.9970109404936525,0.003914495931793471,0.0008325812457821824,0.40577054866365503,51.671767359972,1,False
compact_dnn,P50-QAT,P50-noFT,5,"[42,123,2026,3407,8192]",10083,9968,0.9975727469148452,0.9985255355087199,0.9976074501406412,0.0002895179318035198,0.9971487561590487,0.9978619405806191,0.9961596111751702,0.00586969442338039,0.0009927555674805522,0.4805147143152052,42.700311999977565,1,False
