run_id,seed,training_elapsed_seconds,tree_count,mean_tree_node_count,mean_tree_depth,mean_tree_leaf_count,test_fingerprint_macro_f1,test_fingerprint_accuracy,test_raw_weighted_macro_f1,test_gafgyt_fnr,test_mirai_fnr,fragility_gate_triggered,output_directory
random_forest_b0__seed_42,42,119.58338139997795,100,106.74,10.35,53.87,0.9994646755660824,0.9997229663578951,0.9981593029758127,0.0017215584202652234,7.724142416920543e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\random_forest_b0__seed_42
random_forest_b0__seed_123,123,122.2103885000106,100,106.28,10.16,53.64,0.9994398808394046,0.9997068284758308,0.9981197368858087,0.0017420531633636216,9.350277662589779e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\random_forest_b0__seed_123
random_forest_b0__seed_2026,2026,117.77075430005789,100,104.34,10.4,52.67,0.9994767615918181,0.9997256560049059,0.9981839828677348,0.0016805689340684271,7.724142416920543e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\random_forest_b0__seed_2026
random_forest_b0__seed_3407,3407,126.95176029996946,100,105.8,10.38,53.4,0.9994704886322893,0.9997256560049059,0.998218703772364,0.0017010636771668253,7.724142416920543e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\random_forest_b0__seed_3407
random_forest_b0__seed_8192,8192,121.3665755999973,100,107.5,10.27,54.25,0.9994472892653242,0.9997122077698523,0.9981736200672421,0.0017010636771668253,9.756811474015414e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\random_forest_b0__seed_8192
