endpoint_class,family_id,architecture,metric,metric_domain,direction,unit,reference_variant,candidate_variant,paired_seed_count,reference_mean,candidate_mean,mean_raw_delta_candidate_minus_B0,median_raw_delta_candidate_minus_B0,mean_improvement_delta,median_improvement_delta,bootstrap_95_CI_raw_delta_lower,bootstrap_95_CI_raw_delta_upper,paired_rank_biserial_improvement,improvement_wins,improvement_ties,improvement_losses,exact_sign_flip_assignments,exact_sign_flip_exceedances,exact_two_sided_p_raw,Holm_adjusted_p,Holm_reject_alpha_0_05,omnibus_monte_carlo_p,final_model_selection_used
exploratory,exploratory__tinyml_mlp__batch_32_p95_ms,tinyml_mlp,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,0.043141,0.2392419999999998,0.1961009999999998,0.18860999999999992,-0.1961009999999998,-0.18860999999999992,0.17278999999999972,0.2203949999999999,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__batch_32_p95_ms,tinyml_mlp,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,0.043141,0.2712769999999998,0.2281359999999998,0.22850499999999982,-0.2281359999999998,-0.22850499999999982,0.1942479999999999,0.26657499999999973,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__batch_32_p95_ms,tinyml_mlp,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,0.043141,0.2566699999999998,0.21352899999999977,0.22361499999999981,-0.21352899999999977,-0.22361499999999981,0.18825999999999948,0.23435499999999995,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__batch_32_p95_ms,tinyml_mlp,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,0.043141,0.2534159999999999,0.21027499999999993,0.22090999999999997,-0.21027499999999993,-0.22090999999999997,0.18670299999999995,0.23304199999999992,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,FP32-FT,5,2111897.6,2079129.6,-32768.0,-49152.0,32768.0,49152.0,-77824.0,31948.8,0.4666666666666667,4,0,1,32,12,0.375,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-noFT,5,2111897.6,1385267.2,-726630.4,-729088.0,726630.4,729088.0,-778240.0,-675020.8,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-FP32-FT,5,2111897.6,1414758.4,-697139.2,-704512.0,697139.2,704512.0,-770048.0,-617676.8,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-noFT,5,2111897.6,1400832.0,-711065.6,-745472.0,711065.6,745472.0,-788889.6,-592281.6,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-FP32-FT,5,2111897.6,1328742.4,-783155.2,-786432.0,783155.2,786432.0,-806092.8,-760217.6,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,DQ,5,2111897.6,6043238.4,3931340.8,3944448.0,-3931340.8,-3944448.0,3851059.2,4013260.8,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,QAT,5,2111897.6,5321523.2,3209625.6,3141632.0,-3209625.6,-3141632.0,2964684.8,3454566.4,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-QAT,5,2111897.6,5176524.8,3064627.2,3014656.0,-3064627.2,-3014656.0,2868019.2,3304652.8,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-QAT,5,2111897.6,5140480.0,3028582.4,3100672.0,-3028582.4,-3100672.0,2848358.4,3189145.6,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__tinyml_mlp__peak_inference_RSS_delta_bytes,tinyml_mlp,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,PTQ,5,2111897.6,5328076.8,3216179.2,3190784.0,-3216179.2,-3190784.0,2840166.4,3592192.0,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,FP32-FT,5,0.9992438134447982,0.999259629566686,1.5816121888057033e-05,2.1424490654675665e-05,1.5816121888057033e-05,2.1424490654675665e-05,-1.3298997187871641e-05,4.02247083629792e-05,0.6,4,0,1,32,10,0.3125,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P25-noFT,5,0.9992438134447982,0.9988139070020772,-0.0004299064427210064,-0.00039434800509263734,-0.0004299064427210064,-0.00039434800509263734,-0.0006540041821806008,-0.00020580870326141197,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P25-FP32-FT,5,0.9992438134447982,0.9991604849327598,-8.332851203847191e-05,-0.00010134727315991299,-8.332851203847191e-05,-0.00010134727315991299,-0.00012114289205804596,-4.0162970805202035e-05,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P50-noFT,5,0.9992438134447982,0.9182295452182796,-0.08101426822651847,-0.006117475310007725,-0.08101426822651847,-0.006117475310007725,-0.2075441884626943,-0.004581867123948991,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P50-FP32-FT,5,0.9992438134447982,0.998786993887449,-0.00045681955734928615,-0.00044148927986198405,-0.00045681955734928615,-0.00044148927986198405,-0.0005566615018905763,-0.000356977612807996,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,DQ,5,0.9992438134447982,0.9054053054146456,-0.09383850803015263,-0.09294160773763382,-0.09383850803015263,-0.09294160773763382,-0.10778805468627957,-0.07988896137402571,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,QAT,5,0.9992438134447982,0.9980903197215032,-0.0011534937232948294,-0.001041008311836622,-0.0011534937232948294,-0.001041008311836622,-0.0016385631540381418,-0.0008115604139926624,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P25-QAT,5,0.9992438134447982,0.9982271247954844,-0.0010166886493137683,-0.0010201580155670964,-0.0010166886493137683,-0.0010201580155670964,-0.0011182099856190896,-0.0009303927373137677,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,P50-QAT,5,0.9992438134447982,0.9976074501406412,-0.0016363633041568183,-0.0014715208388881296,-0.0016363633041568183,-0.0014715208388881296,-0.0018598740115033374,-0.001412852596810299,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__test_fingerprint_macro_f1,compact_dnn,test_fingerprint_macro_f1,predictive,higher_is_better,proportion,B0,PTQ,5,0.9992438134447982,0.9953797075666587,-0.003864105878139279,-0.0022005935910553998,-0.003864105878139279,-0.0022005935910553998,-0.007152801969237376,-0.0013106158676021273,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,FP32-FT,5,0.039299999999999995,0.04038,0.001079999999999999,-0.00030000000000000165,-0.001079999999999999,0.00030000000000000165,-0.0047799999999999995,0.007679999999999998,-0.06666666666666667,3,0,2,32,24,0.75,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P25-noFT,5,0.039299999999999995,0.04132000000000001,0.0020199999999999997,0.0013000000000000025,-0.0020199999999999997,-0.0013000000000000025,-0.003319999999999999,0.0073599999999999985,-0.3333333333333333,2,0,3,32,18,0.5625,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P25-FP32-FT,5,0.039299999999999995,0.0407,0.0013999999999999998,0.0006999999999999992,-0.0013999999999999998,-0.0006999999999999992,-0.002420000000000001,0.005380000000000001,-0.2,2,0,3,32,20,0.625,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P50-noFT,5,0.039299999999999995,0.04007000000000001,0.0007699999999999999,-0.0002500000000000002,-0.0007699999999999999,0.0002500000000000002,-0.0010100000000000026,0.0029200000000000033,-0.06666666666666667,3,0,2,32,24,0.75,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P50-FP32-FT,5,0.039299999999999995,0.03866,-0.0006400000000000003,0.00030000000000000165,0.0006400000000000003,-0.00030000000000000165,-0.005120000000000001,0.003859999999999998,0.06666666666666667,2,0,3,32,28,0.875,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,DQ,5,0.039299999999999995,0.16024,0.12094,0.11895,-0.12094,-0.11895,0.11488000000000001,0.12699,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,0.039299999999999995,0.13618999999999998,0.09689,0.094,-0.09689,-0.094,0.09162000000000001,0.10216,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,0.039299999999999995,0.13628,0.09698,0.1041,-0.09698,-0.1041,0.08416000000000001,0.10534000000000002,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,0.039299999999999995,0.14221,0.10291000000000002,0.1015,-0.10291000000000002,-0.1015,0.09408000000000001,0.11254,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_1_median_ms,compact_dnn,batch_1_median_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,0.039299999999999995,0.13831,0.09901000000000001,0.099,-0.09901000000000001,-0.099,0.09558,0.10244,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,FP32-FT,5,547202.1636133095,534397.378522926,-12804.785090383468,-1238.2936521895463,-12804.785090383468,-1238.2936521895463,-37974.555574763704,11210.17864584846,-0.3333333333333333,2,0,3,32,14,0.4375,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P25-noFT,5,547202.1636133095,581034.4864529131,33832.322839603454,54303.2241232103,33832.322839603454,54303.2241232103,-10038.631242054073,62865.49252657441,0.7333333333333333,4,0,1,32,6,0.1875,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P25-FP32-FT,5,547202.1636133095,588555.9458143262,41353.78220101663,40574.885630556615,41353.78220101663,40574.885630556615,32921.700932103304,49785.863469929944,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P50-noFT,5,547202.1636133095,656150.7296020037,108948.565988694,115267.61431210593,108948.565988694,115267.61431210593,64673.41942102313,152501.55448827136,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P50-FP32-FT,5,547202.1636133095,680229.5377788424,133027.37416553282,153001.9173217574,133027.37416553282,153001.9173217574,88457.88118064389,172435.16895565772,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,DQ,5,547202.1636133095,129247.62388063656,-417954.53973267303,-409510.7876457828,-417954.53973267303,-409510.7876457828,-444573.92140873114,-395713.47205146385,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,QAT,5,547202.1636133095,124785.87654495965,-422416.2870683499,-412446.71984461957,-422416.2870683499,-412446.71984461957,-446769.64534265763,-402566.4417590493,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P25-QAT,5,547202.1636133095,131572.78763373004,-415629.3759795795,-411424.66738490283,-415629.3759795795,-411424.66738490283,-438347.9502941005,-392910.80166505853,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,P50-QAT,5,547202.1636133095,130032.86360280805,-417169.3000105015,-408323.8618061328,-417169.3000105015,-408323.8618061328,-439845.61942151247,-398287.4565020766,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__batch_32_samples_per_second,compact_dnn,batch_32_samples_per_second,deployment,higher_is_better,samples_per_second,B0,PTQ,5,547202.1636133095,127916.53885021154,-419285.62476309796,-409114.0858041707,-419285.62476309796,-409114.0858041707,-441703.0918470189,-399541.0837477912,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,FP32-FT,5,104397.0,104397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,32,32,1.0,1.0,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P25-noFT,5,104397.0,71501.0,-32896.0,-32896.0,32896.0,32896.0,-32896.0,-32896.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P25-FP32-FT,5,104397.0,71501.0,-32896.0,-32896.0,32896.0,32896.0,-32896.0,-32896.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P50-noFT,5,104397.0,43597.0,-60800.0,-60800.0,60800.0,60800.0,-60800.0,-60800.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P50-FP32-FT,5,104397.0,43597.0,-60800.0,-60800.0,60800.0,60800.0,-60800.0,-60800.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,DQ,5,104397.0,32051.0,-72346.0,-72346.0,72346.0,72346.0,-72346.0,-72346.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,QAT,5,104397.0,38293.0,-66104.0,-66104.0,66104.0,66104.0,-66104.0,-66104.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P25-QAT,5,104397.0,29013.0,-75384.0,-75384.0,75384.0,75384.0,-75384.0,-75384.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,P50-QAT,5,104397.0,20949.0,-83448.0,-83448.0,83448.0,83448.0,-83448.0,-83448.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
confirmatory,confirmatory__compact_dnn__serialized_state_dict_bytes,compact_dnn,serialized_state_dict_bytes,deployment,lower_is_better,bytes,B0,PTQ,5,104397.0,38293.0,-66104.0,-66104.0,66104.0,66104.0,-66104.0,-66104.0,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,FP32-FT,5,0.9979943971621758,0.9980194688122846,2.507165010885437e-05,5.619538864842788e-05,2.507165010885437e-05,5.619538864842788e-05,-5.184901247017315e-05,9.334685287956112e-05,0.3333333333333333,3,0,2,32,18,0.5625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P25-noFT,5,0.9979943971621758,0.9981630797020726,0.00016868253989683614,0.00014416892345203713,0.00016868253989683614,0.00014416892345203713,8.019735587330156e-05,0.0002966145614978988,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P25-FP32-FT,5,0.9979943971621758,0.9978222894789802,-0.00017210768319559923,-0.00017036791296121123,-0.00017210768319559923,-0.00017036791296121123,-0.0002251483799667664,-0.00011906698642443203,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P50-noFT,5,0.9979943971621758,0.9461712357064658,-0.05182316145571,-0.0057339149965860425,-0.05182316145571,-0.0057339149965860425,-0.1389622171682448,-0.002310826257804921,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P50-FP32-FT,5,0.9979943971621758,0.9974174604577698,-0.0005769367044059281,-0.0004981073022828353,-0.0005769367044059281,-0.0004981073022828353,-0.0007382935205182628,-0.0004155798882935935,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,DQ,5,0.9979943971621758,0.8816478960369803,-0.11634650112519543,-0.11760488337985031,-0.11634650112519543,-0.11760488337985031,-0.13353264131779274,-0.0991603609325981,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,QAT,5,0.9979943971621758,0.9971471045335791,-0.0008472926285965077,-0.0007037637606976954,-0.0008472926285965077,-0.0007037637606976954,-0.0011907034182175647,-0.0005038818389754507,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P25-QAT,5,0.9979943971621758,0.9970109404936525,-0.0009834566685233749,-0.0010695216668417107,-0.0009834566685233749,-0.0010695216668417107,-0.0010868168879087925,-0.0008513064691211935,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,P50-QAT,5,0.9979943971621758,0.9961596111751702,-0.0018347859870055717,-0.0020157538916778517,-0.0018347859870055717,-0.0020157538916778517,-0.00218316180153435,-0.0014431187003490775,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__test_raw_weighted_macro_f1,compact_dnn,test_raw_weighted_macro_f1,predictive,higher_is_better,proportion,B0,PTQ,5,0.9979943971621758,0.9922901894667845,-0.0057042076953913055,-0.0036421698722601814,-0.0057042076953913055,-0.0036421698722601814,-0.010337059778063295,-0.002051649094246333,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,FP32-FT,5,0.052208999999999964,0.06195599999999999,0.009747000000000028,0.008504999999999992,-0.009747000000000028,-0.008504999999999992,-0.004022999999999928,0.024170000000000007,-0.4666666666666667,2,0,3,32,12,0.375,0.9375,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-noFT,5,0.052208999999999964,0.06565199999999997,0.01344300000000001,0.021829999999999967,-0.01344300000000001,-0.021829999999999967,-0.004167999999999962,0.03105399999999998,-0.6,2,0,3,32,8,0.25,0.9375,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-FP32-FT,5,0.052208999999999964,0.06135099999999999,0.009142000000000032,0.01408000000000001,-0.009142000000000032,-0.01408000000000001,-0.0030069999999999056,0.019621999999999997,-0.7333333333333333,1,0,4,32,6,0.1875,0.9375,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-noFT,5,0.052208999999999964,0.05858799999999995,0.0063789999999999975,0.009234999999999965,-0.0063789999999999975,-0.009234999999999965,-0.0014859999999999832,0.013389000000000007,-0.7333333333333333,1,0,4,32,6,0.1875,0.9375,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-FP32-FT,5,0.052208999999999964,0.048155999999999984,-0.004052999999999975,0.0017149999999999874,0.004052999999999975,-0.0017149999999999874,-0.014178999999999936,0.0060729999999999855,0.2,2,0,3,32,16,0.5,0.9375,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,DQ,5,0.052208999999999964,0.2279939999999999,0.17578499999999994,0.17491500000000018,-0.17578499999999994,-0.17491500000000018,0.16595699999999997,0.18766799999999978,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,0.052208999999999964,0.21350799999999986,0.16129899999999994,0.16183999999999996,-0.16129899999999994,-0.16183999999999996,0.14501899999999993,0.17768999999999985,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,0.052208999999999964,0.18874699999999991,0.13653799999999994,0.13592999999999997,-0.13653799999999994,-0.13592999999999997,0.11540900000000001,0.15671699999999988,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,0.052208999999999964,0.19055799999999995,0.138349,0.138485,-0.138349,-0.138485,0.11436800000000005,0.161477,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,0.052208999999999964,0.1888459999999999,0.13663699999999995,0.1434149999999997,-0.13663699999999995,-0.1434149999999997,0.12009699999999998,0.15317699999999992,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
