analysis_type,endpoint_class,family_id,architecture,metric,metric_domain,direction,unit,reference_variant,candidate_variant,paired_seed_count,test,two_sided,multiplicity_adjustment,alpha
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,DQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_1_p95_ms,compact_dnn,batch_1_p95_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
omnibus,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,,,5,friedman_rank_statistic_with_within_seed_monte_carlo_permutation,True,none_for_omnibus,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,DQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
omnibus,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,,,5,friedman_rank_statistic_with_within_seed_monte_carlo_permutation,True,none_for_omnibus,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-noFT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-FP32-FT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,DQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-QAT,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
posthoc_vs_B0,exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,PTQ,5,exact_two_sided_paired_sign_flip_on_mean_raw_delta,True,holm_within_architecture_metric_family,0.05
