artifact_role,selection_method,architecture,variant,representation,seed,run_directory,metrics_path,metrics_sha256,checkpoint_path,checkpoint_sha256,checkpoint_size_bytes,QAT_backend,test_evaluation_count,test_used_for_seed_selection,validation_used_for_seed_selection,deployment_metric_used_for_seed_selection,single_checkpoint_selected_during_preflight
canonical_final_deployment_source,fixed_canonical_seed_no_metric_ranking,tinyml_mlp,P50-QAT,static_int8,2026,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\p50_qat\seed_2026,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\p50_qat\seed_2026\metrics.json,cfa1b73e475fe1e18d25ece9f1c1a898bde2e7eb88d8da0b4baf2004c56dc311,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\p50_qat\seed_2026\best_int8_checkpoint.pt,9a2d2c0dc469777e82a2daba5bd1bbad1dc5bd77fa46e0304f94752eefbfef8a,14023,onednn,1,False,False,False,False
