architecture,variant,canonical_report_name,source_variant,run_count,seeds,parameter_count,linear_macs_per_sample,mean_best_validation_macro_f1,mean_test_fingerprint_accuracy,mean_test_fingerprint_macro_f1,std_test_fingerprint_macro_f1,min_test_fingerprint_macro_f1,max_test_fingerprint_macro_f1,mean_test_raw_weighted_macro_f1,mean_test_gafgyt_fnr,mean_test_mirai_fnr,test_evaluation_count_per_run,fragility_triggered_in_any_run
tinyml_mlp,P25,P25-FP32-FT,P25-noFT,5,"[42,123,2026,3407,8192]",6819,6744,0.9993023391771777,0.9995944012307826,0.9992690763931465,9.594321658620924e-05,0.999124216570524,0.9993905048097456,0.9981093262902749,0.002049474309839527,0.0001463521721101646,1,False
tinyml_mlp,P50,P50-FP32-FT,P50-noFT,5,"[42,123,2026,3407,8192]",4291,4240,0.9990273121895452,0.999414732810466,0.9989536146407785,0.00016067119478705008,0.9987456314068774,0.9992350655004856,0.997539435245098,0.002598733424876509,0.00026668618028959925,1,False
compact_dnn,P25,P25-FP32-FT,P25-noFT,5,"[42,123,2026,3407,8192]",17043,16872,0.9992147881581372,0.9995368427847529,0.9991604849327598,6.135600013398436e-05,0.9990766218611046,0.9992321141463473,0.9978222894789802,0.0023568954563154554,0.00018131407989203653,1,False
compact_dnn,P50,P50-FP32-FT,P50-noFT,5,"[42,123,2026,3407,8192]",10083,9968,0.9988365153793373,0.9993066090006348,0.998786993887449,0.00012379076056917145,0.9986883276417272,0.9990314273041191,0.9974174604577698,0.0028938577254933985,0.00038620712084622697,1,False
