architecture,variant,seed,B0_test_fingerprint_macro_f1,variant_test_fingerprint_macro_f1,delta_macro_f1_vs_B0,B0_test_raw_weighted_macro_f1,variant_test_raw_weighted_macro_f1,delta_raw_weighted_macro_f1_vs_B0,parameter_ratio_vs_B0,MAC_ratio_vs_B0,state_size_ratio_vs_float,fragility_gate_triggered
compact_dnn,FP32-FT,8192,0.9993334614195072,0.9993736887110457,4.022729153851934e-05,0.9981409927335266,0.998289451354056,0.0001484586205293681,1.0,1.0,1.0,False
compact_dnn,P25-noFT,42,0.9991788167632977,0.9991157795614173,-6.30372018803893e-05,0.9978999811020216,0.9979624194480636,6.243834604202636e-05,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-noFT,123,0.9991193242420112,0.9984160110085498,-0.0007033132334614001,0.9978829517551381,0.9980292462294127,0.00014629447427461084,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-noFT,2026,0.9993279232350282,0.9990736126813013,-0.000254310553726822,0.9981271812773147,0.9981945585442805,6.737726696581792e-05,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-noFT,3407,0.9992595415641462,0.9988651935590536,-0.00039434800509263734,0.9979208789428778,0.9980650478663299,0.00014416892345203713,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-noFT,8192,0.9993334614195072,0.9985989382000634,-0.0007345232194437834,0.9981409927335266,0.9985641264222763,0.0004231336887496884,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-FP32-FT,42,0.9991788167632977,0.9990766218611046,-0.0001021949021930979,0.9978999811020216,0.9977296131890604,-0.00017036791296121123,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-FP32-FT,123,0.9991193242420112,0.9991015701128284,-1.775412918281205e-05,0.9978829517551381,0.997781982684628,-0.00010096907051004855,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-FP32-FT,2026,0.9993279232350282,0.9991779345436561,-0.0001499886913720605,0.9981271812773147,0.997905737787561,-0.0002214434897537254,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-FP32-FT,3407,0.9992595415641462,0.9992141839998617,-4.5357564284476126e-05,0.9979208789428778,0.9976646354391953,-0.00025624350368258497,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P25-FP32-FT,8192,0.9993334614195072,0.9992321141463473,-0.00010134727315991299,0.9981409927335266,0.9980294782944562,-0.00011151443907042591,0.6740893090218724,0.6733716475095786,1.0,False
compact_dnn,P50-noFT,42,0.9991788167632977,0.9950565551069036,-0.004122261656394066,0.9978999811020216,0.9963450514777034,-0.0015549296243182464,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-noFT,123,0.9991193242420112,0.9300817610689759,-0.06903756317303533,0.9978829517551381,0.9689032292111825,-0.028979722543955533,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-noFT,2026,0.9993279232350282,0.9950542547365536,-0.004273668498474548,0.9981271812773147,0.9967720027554137,-0.0013551785219010348,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-noFT,3407,0.9992595415641462,0.6777391690694655,-0.3215203724946807,0.9979208789428778,0.7764288173510887,-0.22149206159178914,0.3988055214966578,0.39782886334610473,1.0,True
compact_dnn,P50-noFT,8192,0.9993334614195072,0.9932159861094995,-0.006117475310007725,0.9981409927335266,0.9924070777369406,-0.0057339149965860425,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-FP32-FT,42,0.9991788167632977,0.9987373274834357,-0.00044148927986198405,0.9978999811020216,0.9974654478669489,-0.00043453323507269825,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-FP32-FT,123,0.9991193242420112,0.9987441207808313,-0.0003752034611799182,0.9978829517551381,0.9975275889206182,-0.00035536283451986783,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-FP32-FT,2026,0.9993279232350282,0.9990314273041191,-0.0002964959309090798,0.9981271812773147,0.9976290739750319,-0.0004981073022828353,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-FP32-FT,3407,0.9992595415641462,0.9986883276417272,-0.0005712139224189894,0.9979208789428778,0.9970923165458777,-0.0008285623970001321,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,P50-FP32-FT,8192,0.9993334614195072,0.9987337662271307,-0.0005996951923764593,0.9981409927335266,0.9973728749803725,-0.0007681177531541072,0.3988055214966578,0.39782886334610473,1.0,False
compact_dnn,DQ,42,0.9991788167632977,0.8906515122783555,-0.10852730448494219,0.9978999811020216,0.8641916035306374,-0.1337083775713842,1.0,1.0,0.30701073785645183,False
compact_dnn,DQ,123,0.9991193242420112,0.8846472958800714,-0.11447202836193981,0.9978829517551381,0.8565621677219656,-0.1413207840331725,1.0,1.0,0.30701073785645183,False
compact_dnn,DQ,2026,0.9993279232350282,0.9063863154973943,-0.09294160773763382,0.9981271812773147,0.8805222978974644,-0.11760488337985031,1.0,1.0,0.30701073785645183,False
compact_dnn,DQ,3407,0.9992595415641462,0.9194765404691835,-0.07978300109496272,0.9979208789428778,0.8990904318628936,-0.09883044707998423,1.0,1.0,0.30701073785645183,False
compact_dnn,DQ,8192,0.9993334614195072,0.9258648629482226,-0.07346859847128462,0.9981409927335266,0.9078729791719408,-0.09026801356158587,1.0,1.0,0.30701073785645183,False
compact_dnn,QAT,42,0.9991788167632977,0.9980755236956025,-0.001103293067695188,0.9978999811020216,0.9966441087640473,-0.0012558723379743064,1.0,1.0,0.3668017280190044,False
compact_dnn,QAT,123,0.9991193242420112,0.9980783159301746,-0.001041008311836622,0.9978829517551381,0.9971791879944404,-0.0007037637606976954,1.0,1.0,0.3668017280190044,False
compact_dnn,QAT,2026,0.9993279232350282,0.9985024532289648,-0.0008254700060633668,0.9981271812773147,0.9977587773999574,-0.00036840387735725955,1.0,1.0,0.3668017280190044,False
compact_dnn,QAT,3407,0.9992595415641462,0.9971715239986688,-0.0020880175654773847,0.9979208789428778,0.9965518746156571,-0.0013690043272207575,1.0,1.0,0.3668017280190044,False
compact_dnn,QAT,8192,0.9993334614195072,0.9986237817541056,-0.0007096796654015858,0.9981409927335266,0.9976015738937941,-0.0005394188397325195,1.0,1.0,0.3668017280190044,False
compact_dnn,P25-QAT,42,0.9991788167632977,0.9981586587477306,-0.0010201580155670964,0.9978999811020216,0.9968304594351799,-0.0010695216668417107,0.6740893090218724,0.6733716475095786,0.40577054866365503,False
compact_dnn,P25-QAT,123,0.9991193242420112,0.9982018735424748,-0.0009174506995364151,0.9978829517551381,0.9971252102144668,-0.0007577415406713195,0.6740893090218724,0.6733716475095786,0.40577054866365503,False
compact_dnn,P25-QAT,2026,0.9993279232350282,0.9982985318562236,-0.001029391378804534,0.9981271812773147,0.997219442528562,-0.0009077387487527178,0.6740893090218724,0.6733716475095786,0.40577054866365503,False
compact_dnn,P25-QAT,3407,0.9992595415641462,0.9983578343614036,-0.0009017072027426298,0.9979208789428778,0.996814166531366,-0.0011067124115118343,0.6740893090218724,0.6733716475095786,0.40577054866365503,False
compact_dnn,P25-QAT,8192,0.9993334614195072,0.998118725469589,-0.0012147359499181665,0.9981409927335266,0.9970654237586873,-0.0010755689748392916,0.6740893090218724,0.6733716475095786,0.40577054866365503,False
compact_dnn,P50-QAT,42,0.9991788167632977,0.9977818851523619,-0.001396931610935792,0.9978999811020216,0.9958842272103438,-0.0020157538916778517,0.3988055214966578,0.39782886334610473,0.48051471431520515,False
compact_dnn,P50-QAT,123,0.9991193242420112,0.9971487561590487,-0.001970568082962476,0.9978829517551381,0.9958266391392706,-0.0020563126158674727,0.3988055214966578,0.39782886334610473,0.48051471431520515,False
compact_dnn,P50-QAT,2026,0.9993279232350282,0.9973845667086764,-0.0019433565263518027,0.9981271812773147,0.9957334663351852,-0.0023937149421294768,0.3988055214966578,0.39782886334610473,0.48051471431520515,False
compact_dnn,P50-QAT,3407,0.9992595415641462,0.9978601021025003,-0.0013994394616458905,0.9979208789428778,0.9964182000974288,-0.0015026788454490791,0.3988055214966578,0.39782886334610473,0.48051471431520515,False
compact_dnn,P50-QAT,8192,0.9993334614195072,0.9978619405806191,-0.0014715208388881296,0.9981409927335266,0.9969355230936227,-0.0012054696399039777,0.3988055214966578,0.39782886334610473,0.48051471431520515,False
compact_dnn,PTQ,42,0.9991788167632977,0.997580890887224,-0.001597925876073658,0.9978999811020216,0.9954676555041148,-0.002432325597906848,1.0,1.0,0.3668017280190044,False
compact_dnn,PTQ,123,0.9991193242420112,0.9942966312771576,-0.004822692964853603,0.9978829517551381,0.990931498891691,-0.006951452863447116,1.0,1.0,0.3668017280190044,False
compact_dnn,PTQ,2026,0.9993279232350282,0.9987496062376242,-0.0005783169974039604,0.9981271812773147,0.9972514690757358,-0.0008757122015788932,1.0,1.0,0.3668017280190044,False
compact_dnn,PTQ,3407,0.9992595415641462,0.9891385416028364,-0.010120999961309773,0.9979208789428778,0.9833015010011144,-0.01461937794176349,1.0,1.0,0.3668017280190044,False
compact_dnn,PTQ,8192,0.9993334614195072,0.9971328678284518,-0.0022005935910553998,0.9981409927335266,0.9944988228612665,-0.0036421698722601814,1.0,1.0,0.3668017280190044,False
