run_id,architecture,variant,seed,best_epoch,epochs_completed,best_validation_macro_f1,test_fingerprint_macro_f1,test_fingerprint_accuracy,test_raw_weighted_macro_f1,test_gafgyt_fnr,test_mirai_fnr,parameter_count,linear_macs_per_sample,raw_tensor_bytes,serialized_checkpoint_bytes,training_elapsed_seconds,test_evaluation_count,fragility_gate_triggered,output_directory,metrics_sha256,run_manifest_sha256
tinyml_mlp__b0__seed_42,tinyml_mlp,B0,42,7,11,0.9992209229881165,0.9992353322088411,0.9995615875372517,0.9979651127041994,0.00219293751152827,0.00018294021513765024,9603,9504,38412,123467,46.520860599935986,1,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_42,e9c4ebb252559883f7d8380e3b2fd5e5c3e97a4cd1b856ea2cc8734af083b812,c8573613abfaa74d8c064a12609a390d6a7e412c49d5c29955ae123d18e86d89
tinyml_mlp__b0__seed_123,tinyml_mlp,B0,123,7,11,0.9993717020135146,0.9993674466185191,0.9996476562415949,0.9984116161853219,0.0018445268788556124,8.943743851175245e-05,9603,9504,38412,123467,65.19664729991928,1,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_123,4bcf80856a6751a83d415173646f86b4df4438a68209c622a5dbf5f17187994a,6a16b26e864558c3427136ff4a48522b6ca75e8a48c150d134c606141b791a39
tinyml_mlp__b0__seed_2026,tinyml_mlp,B0,2026,8,12,0.9992691105662223,0.9992545342200568,0.9995696564782838,0.9980267703090027,0.0022749164839218627,0.00016261352456681255,9603,9504,38412,123467,102.50143529998604,1,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_2026,5862981cf45eea35fc2f727441d84751626b387796a144c63ec345ae78685b1b,15064a8888fc84642e12607cf47d1550992df4eda7d27f8186e3cd86fdbc4cab
tinyml_mlp__b0__seed_3407,tinyml_mlp,B0,3407,8,12,0.9991617190266147,0.9991468801117707,0.9995373807141551,0.9980343309939695,0.002315905970118659,0.00010976412908259015,9603,9504,38412,123467,104.16200239991304,1,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_3407,d6d9a50ce93b81b215c6a7f74ce6ab96e26f208aa88ee6a494c5f54c6c4c3c1f,38419cfc8974f5272af06bd2ccaaba8e0aff7c9e30b1da2a03e5d63bcb93cd31
tinyml_mlp__b0__seed_8192,tinyml_mlp,B0,8192,10,14,0.9992953492168831,0.9992387364784919,0.9995831047133374,0.9979909995498901,0.002172442768429872,0.00011789480531099183,9603,9504,38412,123467,122.93713640002534,1,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_8192,7372b6e849d060d796d1bf10a3874ea9e4b8112ccfdece50c163403a4d5ce48f,967518e43c91c7df11fb098db0916339d6d4b4cdffd7941bc49eb99d147f7fa4
