seed,tinyml_test_fingerprint_macro_f1,compact_test_fingerprint_macro_f1,compact_minus_tinyml_macro_f1,tinyml_test_raw_weighted_macro_f1,compact_test_raw_weighted_macro_f1,compact_minus_tinyml_raw_weighted_macro_f1,tinyml_parameter_count,compact_parameter_count,compact_to_tinyml_parameter_ratio,tinyml_linear_macs_per_sample,compact_linear_macs_per_sample,compact_to_tinyml_mac_ratio,interpretation
42,0.9992353322088411,0.9991788167632977,-5.65154455434147e-05,0.9979651127041994,0.9978999811020216,-6.513160217780367e-05,9603,25283,2.6328230761220452,9504,25056,2.6363636363636362,descriptive_only_not_model_selection
123,0.9993674466185191,0.9991193242420112,-0.0002481223765078422,0.9984116161853219,0.9978829517551381,-0.000528664430183845,9603,25283,2.6328230761220452,9504,25056,2.6363636363636362,descriptive_only_not_model_selection
2026,0.9992545342200568,0.9993279232350282,7.338901497133676e-05,0.9980267703090027,0.9981271812773147,0.00010041096831203689,9603,25283,2.6328230761220452,9504,25056,2.6363636363636362,descriptive_only_not_model_selection
3407,0.9991468801117707,0.9992595415641462,0.00011266145237553982,0.9980343309939695,0.9979208789428778,-0.00011345205109170031,9603,25283,2.6328230761220452,9504,25056,2.6363636363636362,descriptive_only_not_model_selection
8192,0.9992387364784919,0.9993334614195072,9.472494101525619e-05,0.9979909995498901,0.9981409927335266,0.00014999318363650982,9603,25283,2.6328230761220452,9504,25056,2.6363636363636362,descriptive_only_not_model_selection
