model_name,seed,pipeline_a_validation_macro_f1,pipeline_b_validation_macro_f1,validation_delta_b_minus_a,pipeline_a_test_macro_f1,pipeline_b_test_macro_f1,test_delta_b_minus_a,initialization_match,winner
tinyml_mlp,42,0.9996039392200209,0.9991646964583091,-0.0004392427617118111,0.9996450707940131,0.999288329678675,-0.0003567411153381217,True,pipeline_a
tinyml_mlp,123,0.9995753470279424,0.99930934389984,-0.0002660031281023212,0.99959935359422,0.9993434127009219,-0.0002559408932981677,True,pipeline_a
compact_dnn,42,0.9993981812769102,0.9994184620235572,2.0280746647061143e-05,0.9994882638698367,0.9995119434617846,2.3679591947933787e-05,True,pipeline_b
compact_dnn,123,0.9994782552480442,0.9994655023493247,-1.2752898719492478e-05,0.9995199492386164,0.9995199467704537,-2.4681626742406593e-09,True,pipeline_a
