seed,fingerprint_macro_f1,fingerprint_accuracy,occurrence_weighted_macro_f1,gafgyt_fnr,mirai_fnr,fit_seconds,n_iter
42,0.9997421649483278,0.9998735865904959,0.9990493473678762,0.0009427581825262044,0.0,65.77088780002668,100
123,0.9997421649483278,0.9998735865904959,0.9990493473678762,0.0009427581825262044,0.0,55.67780920001678,100
2026,0.9997380683535377,0.9998708969434852,0.9990430947883375,0.0009632529256246025,0.0,54.72901949996594,100
3407,0.9997310014293768,0.9998682072964744,0.9990064883885288,0.0009837476687230007,0.0,52.755860800039954,100
8192,0.9997477466447534,0.9998762762375066,0.999070779637384,0.0009222634394278062,0.0,54.61186619999353,100
