run_id,seed,training_elapsed_seconds,tree_node_count,tree_max_depth,n_leaves,test_fingerprint_macro_f1,test_fingerprint_accuracy,test_raw_weighted_macro_f1,test_gafgyt_fnr,test_mirai_fnr,fragility_gate_triggered,output_directory
decision_tree_b0__seed_42,42,74.43883349990938,123,11,62,0.9995400059321019,0.9997525524750132,0.9989179460461551,0.001024737154919797,9.350277662589779e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\decision_tree_b0__seed_42
decision_tree_b0__seed_123,123,75.8015511999838,123,10,62,0.999575709390553,0.9997740696510989,0.9989310594631675,0.001024737154919797,6.911074794091476e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\decision_tree_b0__seed_123
decision_tree_b0__seed_2026,2026,76.23617020004895,125,10,63,0.9995757129018376,0.9997740696510989,0.9989494033957653,0.0010042424118213988,6.911074794091476e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\decision_tree_b0__seed_2026
decision_tree_b0__seed_3407,3407,73.6301214999985,117,10,59,0.9996013960814641,0.9997821385921312,0.9991156551077348,0.0008402844670342136,9.350277662589779e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\decision_tree_b0__seed_3407
decision_tree_b0__seed_8192,8192,76.60987289994955,119,10,60,0.9996203656208831,0.9997955868271848,0.9991209020265209,0.0008402844670342136,6.911074794091476e-05,False,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\tabular_baselines\runs\decision_tree_b0__seed_8192
