endpoint_class,architecture,metric,metric_domain,direction,unit,variant,seed_count,mean,median,std_population,minimum,maximum
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,5,0.07031199999999996,0.07119499999999993,0.002993741137773904,0.06511,0.07349499999999987
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,FP32-FT,5,0.069059,0.06793999999999999,0.006384315468395965,0.0621,0.08061
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P25-noFT,5,0.06849699999999997,0.065105,0.01082470489205133,0.055889999999999974,0.08541
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P25-FP32-FT,5,0.06753499999999998,0.066905,0.005172499395843373,0.06146499999999998,0.07561
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P50-noFT,5,0.057247999999999945,0.05651499999999989,0.005192535604114775,0.05301999999999999,0.06714999999999988
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P50-FP32-FT,5,0.05388899999999998,0.055714999999999994,0.0036423610474525846,0.04822999999999999,0.057384999999999936
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,DQ,5,0.3407609999999998,0.3226049999999998,0.05045246529159901,0.2773099999999997,0.40927499999999983
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,QAT,5,0.3549939999999997,0.34756499999999974,0.0189555449407291,0.33384499999999956,0.38533499999999965
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P25-QAT,5,0.3442979999999999,0.34290999999999977,0.03261907947812142,0.3026149999999998,0.3856399999999998
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,P50-QAT,5,0.34429699999999985,0.349215,0.023318324682532313,0.3112,0.3771849999999996
exploratory,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,PTQ,5,0.3387939999999996,0.33561499999999944,0.021015326169250823,0.3116699999999998,0.36737499999999984
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,5,2180710.4,2146304.0,75464.2842610993,2113536.0,2314240.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,FP32-FT,5,2146304.0,2134016.0,39457.897115786596,2117632.0,2224128.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P25-noFT,5,1384448.0,1347584.0,85173.16595266375,1306624.0,1531904.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P25-FP32-FT,5,1359872.0,1347584.0,34073.20570771115,1318912.0,1417216.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P50-noFT,5,1354137.6,1368064.0,30054.70527953984,1314816.0,1392640.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P50-FP32-FT,5,1372979.2,1335296.0,77473.97496036976,1331200.0,1527808.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,DQ,5,7186022.4,7159808.0,189704.50550432375,6881280.0,7458816.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,QAT,5,6545408.0,6459392.0,458700.79714253824,5873664.0,7299072.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P25-QAT,5,6166937.6,6115328.0,150777.31516590947,6012928.0,6443008.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,P50-QAT,5,5808947.2,5828608.0,261264.44444080026,5365760.0,6090752.0
exploratory,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,PTQ,5,6359449.6,6103040.0,437284.0183759749,5849088.0,7004160.0
