run_id,pipeline,model_name,seed,learning_rate,initial_state_sha256,best_epoch,epochs_completed,validation_loss,validation_accuracy,validation_macro_f1,test_loss,test_accuracy,test_macro_f1,training_seconds,peak_process_memory_mb,test_evaluation_count
pipeline_a__tinyml_mlp__seed42,pipeline_a,tinyml_mlp,42,0.003,b25310f1c146b43afa13b071a637a87258b9908e26043a7203bd84905d73d0b5,10,14,0.0012843983272109907,0.9997687450925558,0.9996039392200209,0.0008970751165946443,0.9998041104602331,0.9996450707940131,31.689462399925105,1379.453125,1
pipeline_a__tinyml_mlp__seed123,pipeline_a,tinyml_mlp,123,0.003,400cc22af48709b88dd92a05a600b0298f5bd5faf621f21af82cae28153a9e8e,9,13,0.001407801060998487,0.9997472330081423,0.9995753470279424,0.0010630422852185323,0.9997638591849385,0.99959935359422,30.89753339998424,1380.31640625,1
pipeline_a__compact_dnn__seed42,pipeline_a,compact_dnn,42,0.001,6b2a4aaf89a7ec6364885c2822637309f44313c6adeb40078165ebac7079b4f8,6,10,0.0016065789432298503,0.9996450506071786,0.9993981812769102,0.001260387081076903,0.999715557654585,0.9994882638698367,110.31141169997863,1393.62890625,1
pipeline_a__compact_dnn__seed123,pipeline_a,compact_dnn,123,0.001,fb403eb5325c5520dafa977ed834db16ae08baec75bd7d8850731204fd0da7b8,6,10,0.0015449418030234864,0.9997015198287638,0.9994782552480442,0.0011823564048846751,0.9997397084197618,0.9995199492386164,150.37897339998744,1385.28125,1
pipeline_b__tinyml_mlp__seed42,pipeline_b,tinyml_mlp,42,0.003,b25310f1c146b43afa13b071a637a87258b9908e26043a7203bd84905d73d0b5,5,9,0.0021878167307463215,0.9995132890901464,0.9991646964583091,0.0015972024152079783,0.9996001706654073,0.999288329678675,39.68781350005884,1383.390625,1
pipeline_b__tinyml_mlp__seed123,pipeline_b,tinyml_mlp,123,0.003,400cc22af48709b88dd92a05a600b0298f5bd5faf621f21af82cae28153a9e8e,6,10,0.0020387721273801094,0.9995858923750417,0.99930934389984,0.0016564111511876522,0.9996162711755251,0.9993434127009219,43.47964620008133,1383.40625,1
pipeline_b__compact_dnn__seed42,pipeline_b,compact_dnn,42,0.001,6b2a4aaf89a7ec6364885c2822637309f44313c6adeb40078165ebac7079b4f8,6,10,0.0015897812453045102,0.9996531176388336,0.9994184620235572,0.0012232716861046609,0.999726291327997,0.9995119434617846,160.36006039998028,1392.703125,1
pipeline_b__compact_dnn__seed123,pipeline_b,compact_dnn,123,0.001,fb403eb5325c5520dafa977ed834db16ae08baec75bd7d8850731204fd0da7b8,6,10,0.0015918530880225967,0.9996934527971088,0.9994655023493247,0.0012413759686068482,0.9997397084197618,0.9995199467704537,157.64902280003298,1392.71875,1
