architecture,variant,seed,model_symbol,pruning_ratio,source_B0_checkpoint_path,source_B0_checkpoint_sha256,pruning_engine_path,pruning_engine_sha256,source_checkpoint_path,source_checkpoint_size_bytes,source_checkpoint_sha256,source_manifest_path,source_manifest_sha256,source_linear_widths,compacted_linear_widths,source_parameter_count,compacted_parameter_count,parameter_reduction_fraction,source_linear_macs_per_sample,compacted_linear_macs_per_sample,MAC_reduction_fraction,generated_directly_from_B0,physical_compaction,mask_only_pruning,validation_access_count,test_access_count,generation_status,registry_status
compact_dnn,P25-noFT,42,CompactDNN,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_42\best_checkpoint.pt,bfaa7bf463eb749ac96c61b2c1053ab23e9e96b7f6fbf23b35e18041a1a583f4,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_42\source_checkpoint.pt,77699,e24df211106f2e5302cb532bc693d64a9e7faf5e9f4818327a54961216d5af35,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_42\source_manifest.json,211231fa76da40729f4e63bc516ad6b0e0c6f077868ed9a741434b3c54f6d575,"[[115,128],[128,64],[64,32],[32,3]]","[[115,96],[96,48],[48,24],[24,3]]",25283,17043,0.32591069097812764,25056,16872,0.32662835249042144,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P25-noFT,123,CompactDNN,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_123\best_checkpoint.pt,846daa7d293dc3485b0343cd0f3b2f78b5e80872923162019cd3b68e21ace6de,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_123\source_checkpoint.pt,77699,e787eac6b14cba10b3c32f9e8fc60f47d27259c95738e9f2e9eb78c375d6fa45,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_123\source_manifest.json,6a4049b888bc73d09b96f8bf85fd1b53dd69eda556f84595aedc9e48be850678,"[[115,128],[128,64],[64,32],[32,3]]","[[115,96],[96,48],[48,24],[24,3]]",25283,17043,0.32591069097812764,25056,16872,0.32662835249042144,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P25-noFT,2026,CompactDNN,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_2026\best_checkpoint.pt,7404110900abe7bf20e384481f693da8abde7fb316436556b680f7786080da9a,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_2026\source_checkpoint.pt,77699,2562fdb7e985f3f22e221fad4cc5c0d0111367dc28d695fe120d7bad9e4523d1,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_2026\source_manifest.json,c7e69d85b2811ce09235d9f5ce521c3cb778cd8aedade38f50f0722ef4cb317e,"[[115,128],[128,64],[64,32],[32,3]]","[[115,96],[96,48],[48,24],[24,3]]",25283,17043,0.32591069097812764,25056,16872,0.32662835249042144,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P25-noFT,3407,CompactDNN,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_3407\best_checkpoint.pt,79ac775ce6b798be6e1ecec074d116a2c3701fb8535ec48f03eac295a9445ea7,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_3407\source_checkpoint.pt,77699,86907e6c8c4decb66d5259e05523aa597ec33d1ee00f642e1b96c70f9ada41cb,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_3407\source_manifest.json,062326b011ba2da17e08f83707966f42201a5c69d32e8ff959387ee33915fb99,"[[115,128],[128,64],[64,32],[32,3]]","[[115,96],[96,48],[48,24],[24,3]]",25283,17043,0.32591069097812764,25056,16872,0.32662835249042144,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P25-noFT,8192,CompactDNN,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_8192\best_checkpoint.pt,822635e009b505e48e0e03fc4944bcf087624692af90451888302a9528024fa8,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_8192\source_checkpoint.pt,77699,a2d3bb7c77327c8f77ca82df062669a9a72471dd7232502ce974aebaaaa86720,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p25_noft\seed_8192\source_manifest.json,5de5178be89f32a458cdfe07b807ed5287684b49bd6ecfcc2a843f9200ee5ee9,"[[115,128],[128,64],[64,32],[32,3]]","[[115,96],[96,48],[48,24],[24,3]]",25283,17043,0.32591069097812764,25056,16872,0.32662835249042144,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P50-noFT,42,CompactDNN,0.5,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_42\best_checkpoint.pt,bfaa7bf463eb749ac96c61b2c1053ab23e9e96b7f6fbf23b35e18041a1a583f4,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_42\source_checkpoint.pt,49091,7a5b322104a456bf22c856a9bb2772cd5104bdce30e1cb7398f937d50aa0353d,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_42\source_manifest.json,dd3da7f3bf063892bdcf09b9786c198163c8433804aff989ea22ad9112c0b234,"[[115,128],[128,64],[64,32],[32,3]]","[[115,64],[64,32],[32,16],[16,3]]",25283,10083,0.6011944785033422,25056,9968,0.6021711366538953,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P50-noFT,123,CompactDNN,0.5,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_123\best_checkpoint.pt,846daa7d293dc3485b0343cd0f3b2f78b5e80872923162019cd3b68e21ace6de,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_123\source_checkpoint.pt,49091,815eeff70d8c0424165b28842a3e7f638a38ccf791fbd72784518bc73fd28351,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_123\source_manifest.json,a9b07cd6cd382800b3d42dcc0368e415b0dd2a6905b119e0e615c5f0fe753029,"[[115,128],[128,64],[64,32],[32,3]]","[[115,64],[64,32],[32,16],[16,3]]",25283,10083,0.6011944785033422,25056,9968,0.6021711366538953,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P50-noFT,2026,CompactDNN,0.5,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_2026\best_checkpoint.pt,7404110900abe7bf20e384481f693da8abde7fb316436556b680f7786080da9a,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_2026\source_checkpoint.pt,49091,8ef577919cdc8340779b0ce4e38aa6a50dbb50c382c5c25a98c50ca739dc2c00,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_2026\source_manifest.json,848cd1c5513497e3d6c108f001cc68f359fa28ed3cd0d938f0f099ff0c87dd38,"[[115,128],[128,64],[64,32],[32,3]]","[[115,64],[64,32],[32,16],[16,3]]",25283,10083,0.6011944785033422,25056,9968,0.6021711366538953,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P50-noFT,3407,CompactDNN,0.5,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_3407\best_checkpoint.pt,79ac775ce6b798be6e1ecec074d116a2c3701fb8535ec48f03eac295a9445ea7,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_3407\source_checkpoint.pt,49091,a6d4d5ddb3b56c9721b4e93d0878b73cc8128e141b114643249e133d73d32f36,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_3407\source_manifest.json,26b63e36be5b115f5701047dcbde56ce4d42b0ddf0c02f408e90690bfac22e3b,"[[115,128],[128,64],[64,32],[32,3]]","[[115,64],[64,32],[32,16],[16,3]]",25283,10083,0.6011944785033422,25056,9968,0.6021711366538953,True,True,False,0,0,generated_new,locked_pruning_source_candidate
compact_dnn,P50-noFT,8192,CompactDNN,0.5,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\b0\seed_8192\best_checkpoint.pt,822635e009b505e48e0e03fc4944bcf087624692af90451888302a9528024fa8,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_8192\source_checkpoint.pt,49091,f393cc86ba1b5f66a67c92078fa661f4b134c834b2c2daaadbee40703dc639e2,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\compact_dnn\pruning_sources\p50_noft\seed_8192\source_manifest.json,654fcecb39b13035b8932897afff50a3fa9daa3a51b53037aaa5726dd122eec4,"[[115,128],[128,64],[64,32],[32,3]]","[[115,64],[64,32],[32,16],[16,3]]",25283,10083,0.6011944785033422,25056,9968,0.6021711366538953,True,True,False,0,0,generated_new,locked_pruning_source_candidate
tinyml_mlp,P25-noFT,42,TinyMLMLP,0.25,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\b0\seed_42\best_checkpoint.pt,5abfac0829d550c2e2f452f992e5cc4b53b79412f506e8ef38d2335285aefa1f,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\src\compression\phase5_physical_pruning_engine_v3_2.py,f79f344cef7afe3931a413545aa6e7d4a07ac96a0486e9a82fce875ff954b7d3,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\pruning_sources\p25_noft\seed_42\source_checkpoint.pt,34289,cafb49c20b2ab0cd904aaab3f460f9a50b55dffd71c906fda33f4f2a77c06a70,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\results\v2\phase5_compression\tinyml_mlp\pruning_sources\p25_noft\seed_42\source_manifest.json,4d2eb64d19199a484ebf582ca4600f8d4b430d6f93a217bdce18244efca93e03,"[[115,64],[64,32],[32,3]]","[[115,48],[48,24],[24,3]]",9603,6819,0.2899094033114652,9504,6744,0.29040404040404044,True,True,False,0,0,generated_new,locked_pruning_source_candidate
