architecture,variant,run_count,seeds,parameter_count,linear_macs_per_sample,mean_validation_fingerprint_macro_f1,mean_test_fingerprint_accuracy,mean_test_fingerprint_macro_f1,std_test_fingerprint_macro_f1,min_test_fingerprint_macro_f1,max_test_fingerprint_macro_f1,mean_test_raw_weighted_macro_f1,mean_test_gafgyt_fnr,mean_test_mirai_fnr,test_evaluation_count_per_run,fragility_triggered_in_any_run
tinyml_mlp,P25-noFT,5,"[42,123,2026,3407,8192]",6819,6744,0.9569747122793311,0.9663659641308673,0.9569461644366667,0.044038458309919655,0.8890132410593958,0.9989448667867439,0.9736578643286569,0.018449367737175426,0.046531046987177936,1,False
tinyml_mlp,P50-noFT,5,"[42,123,2026,3407,8192]",4291,4240,0.782363328046725,0.7835678705526686,0.7824954690714307,0.10602417208368228,0.6560429259769186,0.9052896347896766,0.8234172420647475,0.0021437501280921365,0.28477368262718405,1,True
compact_dnn,P25-noFT,5,"[42,123,2026,3407,8192]",17043,16872,0.9987412351658378,0.999341036482372,0.9988139070020772,0.000270457834175565,0.9984160110085498,0.9991157795614173,0.9981630797020726,0.0016190847047732326,0.0003707588360124081,1,False
compact_dnn,P50-noFT,5,"[42,123,2026,3407,8192]",10083,9968,0.9179855320457063,0.9574196602437895,0.9182295452182796,0.12280349164359775,0.6777391690694655,0.9950565551069036,0.9461712357064658,0.0009714508228639395,0.012734265108829112,1,True
